analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
DIETHYLENE GLYCOL,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIETHYLENE GLYCOL MONOETHYL ETHER,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIETHYLENE GLYCOL MONOSTEARATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIETHYLPROPION,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIETHYLSTILBESTROL,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIFENOXIN HYDROCHLORIDE,0.0,14.0,543.0,399957.0,14.0,25.37559876915268,1.5117816005431417,425.9352095975239,1.4390302095195837,0.0,0.0,0.0,0.0,0.0,,,,,14,0,0,,,,,,,,0.018980609916257607,0.0692460188657575,False,False,False,False,False,uncertain,False,,False,,
DIFFERIN,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,6,0,0,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
DIFFERIN GEL,0.0,29.0,543.0,399942.0,29.0,12.47228415948108,0.7610874149572738,204.38896912199684,1.4267938645253266,0.0,24.0,543.0,399947.0,24.0,15.017836021253027,0.9120822953931113,247.27527318577995,1.429216132452235,29,0,0,,,,,,,,0.03931697768367647,0.14343818193621197,False,False,False,False,False,uncertain,False,,False,,
DIFICID,0.0,13.0,543.0,399958.0,13.0,27.25534089747521,1.6181336719140296,459.0804952219374,1.4408041160186973,0.0,13.0,543.0,399958.0,13.0,27.25534089747521,1.6181336719140296,459.0804952219374,1.4408041160186973,13,0,0,,,,,,,,0.017624852065096352,0.06429987466106055,False,False,False,False,False,uncertain,False,,False,,
DIFLUCAN,0.0,33.0,543.0,399938.0,33.0,10.98294635378764,0.6720713501165121,179.48259599113297,1.4253747482876338,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,33,0,0,,,,,,,,0.04474000908832151,0.16322275875499984,False,False,False,False,False,uncertain,False,,False,,
DIFLUNISAL,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,6,0,0,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
DIFLUPREDNATE,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,12,0,0,,,,,,,,0.016269094213935093,0.05935373045636358,False,False,False,False,False,uncertain,False,,False,,
DIGIFAB,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIGOXIN,0.0,172.0,543.0,399799.0,172.0,2.132178712851486,0.1326550494383647,34.27073513435541,1.416911969427167,0.0,62.0,543.0,399909.0,62.0,5.886432382704692,0.3636566254750312,95.28242789717447,1.42050780602174,172,0,0,,,,,,,,0.23319035039973635,0.8507368032078779,False,False,False,False,False,uncertain,False,,False,,
DIHYDRALAZINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIHYDROCODEINE,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,0.0,0.0,0.0,0.0,0.0,,,,,7,0,0,,,,,,,,0.009490304958128803,0.03462300943287875,False,False,False,False,False,uncertain,False,,False,,
DIHYDROCODEINE BITARTRATE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,0.0,0.0,0.0,0.0,,,,,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DIHYDROCODEINE PHOSPHATE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
DIHYDROCODEINE THIOCYANATE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIHYDROERGOTAMINE,0.0,22.0,543.0,399949.0,22.0,16.35283655320454,0.9906946549027411,269.9270274775788,1.430484837795582,0.0,0.0,0.0,0.0,0.0,,,,,22,0,0,,,,,,,,0.02982667272554767,0.10881517250333322,False,False,False,False,False,uncertain,False,,False,,
DIHYDROERGOTAMINE MESYLATE,0.0,31.0,543.0,399940.0,31.0,11.68033469137425,0.7138155720080891,191.12810626800774,1.426039430913783,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,31,0,2,,,,,,,,0.04202849338599899,0.1533304703456059,False,False,False,False,False,uncertain,False,,False,,
DILACOR XR,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DILANTIN,0.0,39.0,543.0,399932.0,39.0,9.314510963865242,0.5717566797110633,151.7430710906778,1.423783299003431,0.0,29.0,543.0,399942.0,29.0,12.47228415948108,0.7610874149572738,204.38896912199684,1.4267938645253266,39,0,0,,,,,,,,0.05287455619528905,0.1928996239831816,False,False,False,False,False,uncertain,False,,False,,
DILAUDID,0.0,140.0,543.0,399831.0,140.0,2.6180090162941525,0.1627326836027874,42.117975674310564,1.4173778131390842,0.0,25.0,543.0,399946.0,25.0,14.428865198333243,0.8772746789373809,237.31694976520905,1.4286560513335158,140,0,1,,,,,,,,0.1898060991625761,0.6924601886575751,False,False,False,False,False,uncertain,False,,False,,
DILTIAZEM,0.0,284.0,543.0,399687.0,284.0,1.2924351215758048,0.0805368500103978,20.740673906007107,1.416106410848483,0.0,85.0,543.0,399886.0,85.0,4.302700172694847,0.26660647795571885,69.44028111418639,1.4189920132070049,284,0,0,,,,,,,,0.3850352297297972,1.404704954133938,False,False,False,False,False,uncertain,False,,False,,
DILTIAZEM HYDROCHLORIDE,0.0,288.0,543.0,399683.0,288.0,1.274502988684612,0.07942210496029425,20.45221376313407,1.416089203718714,0.0,70.0,543.0,399901.0,70.0,5.218364031396191,0.3227883300884217,84.36278708313276,1.4198685939839084,288,0,1,,,,,,,,0.39045826113444226,1.424489530952726,False,False,False,False,False,uncertain,False,,False,,
DILUENT (WATER),0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIMENHYDRINATE,0.0,74.0,543.0,399897.0,74.0,4.938134018263431,0.3056149756363293,79.79048648240324,1.4196003824441863,0.0,0.0,0.0,0.0,0.0,,,,,74,0,0,,,,,,,,0.10032608098593307,0.3660146711475754,False,False,False,False,False,uncertain,False,,False,,
DIMETHICONE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DIMETHICONE\LOPERAMIDE HYDROCHLORIDE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
DIMETHICONE\MAGALDRATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIMETHINDENE,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
DIMETHINDENE MALEATE,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,0.0,0.0,0.0,0.0,,,,,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
DIMETHYL FUMARATE,0.0,73.0,543.0,399898.0,73.0,5.005332031616694,0.3097347269003161,80.88647016577895,1.4196647030951888,0.0,67.0,543.0,399904.0,67.0,5.450332208933865,0.33699035647631354,88.15125007836801,1.4200905752151078,73,0,0,,,,,,,,0.09897032313477182,0.36106852694287844,False,False,False,False,False,uncertain,False,,False,,
DIMETHYL SULFONE,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,0.0,0.0,0.0,0.0,,,,,6,0,0,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
DIMETHYL SULFOXIDE,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,0.0,0.0,0.0,0.0,,,,,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
DIMETHYLTRYPTAMINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DINOPROSTONE,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,11,0,0,,,,,,,,0.014913336362773835,0.05440758625166661,False,False,False,False,False,uncertain,False,,False,,
DINUTUXIMAB,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
DINUTUXIMAB BETA,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,0.0,0.0,0.0,0.0,,,,,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DIOSMIN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIOSMIN\HESPERIDIN,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIOVAN,0.0,48.0,543.0,399923.0,48.0,7.5858742969868835,0.46715605091249357,123.18258264509879,1.4221325478246363,0.0,33.0,543.0,399938.0,33.0,10.98294635378764,0.6720713501165121,179.48259599113297,1.4253747482876338,48,0,0,,,,,,,,0.06507637685574037,0.23741492182545432,False,False,False,False,False,uncertain,False,,False,,
DIOVAN HCT,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,11,0,0,,,,,,,,0.014913336362773835,0.05440758625166661,False,False,False,False,False,uncertain,False,,False,,
DIPHENCYPRONE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIPHENHYDRAMINE,11.0,686.0,532.0,399285.0,697.0,12.034829237817576,6.593503305790715,21.966640201154696,0.3070000335203325,0.0,111.0,543.0,399860.0,111.0,3.2991654324858395,0.20481039818550484,53.14423802374994,1.4180306897738828,697,11,26,3100.0,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,True,,2.0,BENADRYL | DIPHENHYDRAMINE,0.9449632222593967,3.4474625106737844,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
DIPHENHYDRAMINE HYDROCHLORIDE,0.0,378.0,543.0,399593.0,378.0,0.9712320093722011,0.06055796344735008,15.576673361039857,1.4157981624766212,0.0,85.0,543.0,399886.0,85.0,4.302700172694847,0.26660647795571885,69.44028111418639,1.4189920132070049,378,0,3,,,,,,,,0.5124764677389554,1.8696425093754527,False,False,False,False,False,uncertain,False,,False,,
DIPHENHYDRAMINE HYDROCHLORIDE\IBUPROFEN,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,0.0,0.0,0.0,0.0,,,,,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DIPHENHYDRAMINE HYDROCHLORIDE\ZINC OXIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHENHYDRAMINE\DIPHENHYDRAMINE HYDROCHLORIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHENHYDRAMINE\IBUPROFEN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHENIDOL HYDROCHLORIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHENOXYLATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHENOXYLATE HYDROCHLORIDE,0.0,14.0,543.0,399957.0,14.0,25.37559876915268,1.5117816005431417,425.9352095975239,1.4390302095195837,0.0,0.0,0.0,0.0,0.0,,,,,14,0,0,,,,,,,,0.018980609916257607,0.0692460188657575,False,False,False,False,False,uncertain,False,,False,,
DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,0.0,18.0,543.0,399953.0,18.0,19.888783908103136,1.1970138589032668,330.4587682097911,1.4338397681566992,0.0,0.0,0.0,0.0,0.0,,,,,18,0,0,,,,,,,,0.02440364132090264,0.08903059568454537,False,False,False,False,False,uncertain,False,,False,,
DIPHTHERIA AND TETANUS TOXOIDS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS ADSORBED AND INACTIVATED POLIOVIRUS VACCINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE ADSORBED NOS,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE ADSORBED AND HAEMOPHILUS B CONJUGATE VACCINE NOS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHTHERIA AND TETANUS TOXOIDS AND PERTUSSIS VACCINE ADSORBED NOS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPHTHERIA ANTITOXIN,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
DIPROLENE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DIPROLENE AF,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIPROPHOS,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
DIPROSONE,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,17,0,0,,,,,,,,0.023047883469741383,0.0840844514798484,False,False,False,False,False,uncertain,False,,False,,
DIPROSPAN,2.0,4.0,541.0,399967.0,6.0,369.65526802218113,67.56349613241868,2022.4681225604145,0.8670933796551309,2.0,4.0,541.0,399967.0,6.0,369.65526802218113,67.56349613241868,2022.4681225604145,0.8670933796551309,6,2,2,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
DIPYRIDAMOLE,0.0,14.0,543.0,399957.0,14.0,25.37559876915268,1.5117816005431417,425.9352095975239,1.4390302095195837,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,14,0,0,,,,,,,,0.018980609916257607,0.0692460188657575,False,False,False,False,False,uncertain,False,,False,,
DIPYRONE,0.0,25.0,543.0,399946.0,25.0,14.428865198333243,0.8772746789373809,237.31694976520905,1.4286560513335158,0.0,0.0,0.0,0.0,0.0,,,,,25,0,0,,,,,,,,0.033893946279031445,0.12365360511742411,False,False,False,False,False,uncertain,False,,False,,
DIRITHROMYCIN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,1,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DISITAMAB VEDOTIN,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,0.0,0.0,0.0,0.0,0.0,,,,,7,0,0,,,,,,,,0.009490304958128803,0.03462300943287875,False,False,False,False,False,uncertain,False,,False,,
DISODIUM HYDROGEN CITRATE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
DISOPYRAMIDE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DISOPYRAMIDE PHOSPHATE,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,7,0,0,,,,,,,,0.009490304958128803,0.03462300943287875,False,False,False,False,False,uncertain,False,,False,,
DISTIGMINE BROMIDE,0.0,23.0,543.0,399948.0,23.0,15.656932020591517,0.9497651277443778,258.1054127346329,1.4298236318561188,0.0,0.0,0.0,0.0,0.0,,,,,23,0,0,,,,,,,,0.031182430576708928,0.11376131670803019,False,False,False,False,False,uncertain,False,,False,,
DISULFIRAM,0.0,15.0,543.0,399956.0,15.0,23.738404012226606,1.418537873202505,397.2483468315911,1.437483410585008,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,15,0,0,,,,,,,,0.020336367767418866,0.07419216307045447,False,False,False,False,False,uncertain,False,,False,,
DITIOCARB ZINC,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DITROPAN,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,0.0,0.0,0.0,0.0,,,,,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
DITROPAN XL,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIUREX ULTRA,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIVALPROEX SODIUM,0.0,171.0,543.0,399800.0,171.0,2.1446166060063137,0.13342576259480218,34.471456616109435,1.4169238975472638,0.0,56.0,543.0,399915.0,56.0,6.511637941561983,0.4018098813821447,105.52609740740388,1.42110574623264,171,0,0,,,,,,,,0.23183459254857508,0.845790659003181,False,False,False,False,False,uncertain,False,,False,,
DIVALPROEX SODIUM DR,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
DIVALPROEX SODIUM ER,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
