analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
ACEBUTOLOL HYDROCHLORIDE,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,17,0,0,,,,,,,,0.023047883469741383,0.0840844514798484,False,False,False,False,False,uncertain,False,,False,,
ACECLOFENAC,0.0,28.0,543.0,399943.0,28.0,12.909940444487484,0.7871509708601212,211.73392201764915,1.4272106172721546,0.0,0.0,0.0,0.0,0.0,,,,,28,0,0,,,,,,,,0.037961219832515214,0.138492037731515,False,False,False,False,False,uncertain,False,,False,,
ACEMETACIN,0.0,13.0,543.0,399958.0,13.0,27.25534089747521,1.6181336719140296,459.0804952219374,1.4408041160186973,0.0,0.0,0.0,0.0,0.0,,,,,13,0,0,,,,,,,,0.017624852065096352,0.06429987466106055,False,False,False,False,False,uncertain,False,,False,,
ACENOCOUMAROL,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,0.0,0.0,0.0,0.0,0.0,,,,,7,0,0,,,,,,,,0.009490304958128803,0.03462300943287875,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN,19.0,5308.0,524.0,394663.0,5327.0,2.695987117242014,1.7044279259003603,4.264390664976588,0.23394637115569222,8.0,2768.0,535.0,397203.0,2776.0,2.145767381556912,1.0664875413891244,4.317272801664778,0.3566972780372085,5327,19,55,1983.0,CC(=O)NC1=CC=C(C=C1)O,RZVAJINKPMORJF-UHFFFAOYSA-N,True,,1.0,ACETAMINOPHEN,7.2221220731360205,26.34811017842073,True,False,False,False,False,positive_high,True,True,True,1.0,1.0
ACETAMINOPHEN AND CAFFEINE,0.0,19.0,543.0,399952.0,19.0,18.868799094190077,1.1377800242588691,312.9177623669578,1.4328728059328593,0.0,0.0,0.0,0.0,0.0,,,,,19,0,0,,,,,,,,0.025759399172063897,0.09397673988924232,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN AND CODEINE,0.0,438.0,543.0,399533.0,438.0,0.8382123552002048,0.05227704260408736,13.439933045396492,1.4156704881547646,0.0,19.0,543.0,399952.0,19.0,18.868799094190077,1.1377800242588691,312.9177623669578,1.4328728059328593,438,0,0,,,,,,,,0.5938219388086309,2.1664111616572703,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN AND DEXTROMETHORPHAN HYDROBROMIDE,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,0.0,0.0,0.0,0.0,0.0,,,,,7,0,0,,,,,,,,0.009490304958128803,0.03462300943287875,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN AND DIPHENHYDRAMINE HYDROCHLORIDE,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN AND DIPHENHYDRAMINE HYDROCHLORIDE (ACETAMINOPHEN\DIPHENHYDRAMINE HYDROCHLORIDE),0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN AND IBUPROFEN,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN AND OXYCODONE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
"ACETAMINOPHEN, ASPIRIN AND CAFFEINE",0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
"ACETAMINOPHEN, CAFFEINE AND DIHYDROCODEINE BITARTRATE",0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL",0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE",0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, AND DOXYLAMINE SUCCINATE (ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\DOXYLAMINE SUCCINATE)",0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, CHLORPHENIRAMINE MALEATE, AND PSEUDOEPHEDRINE HYDROCHLORIDE",0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE, AND PHENYLEPHRINE HYDROCHLORIDE",0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
"ACETAMINOPHEN, PHENYLEPHRINE HYDROCHLORIDE, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN",0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\ALCOHOL\DEXTROMETHORPHAN HYDRIODIDE\DOXYLAMINE SUCCINATE\EPHEDRINE SULFATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\AMBROXOL\CHLORPHENIRAMINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\ASCORBIC ACID,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\ASCORBIC ACID\CODEINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\ASPIRIN\CAFFEINE,0.0,554.0,543.0,399417.0,554.0,0.6626679928294302,0.04134246658047823,10.621738494140578,1.415501980415163,0.0,546.0,543.0,399425.0,546.0,0.6723819976752623,0.04194773627673357,10.777638817390335,1.4155113055589656,554,0,0,9871508.0,CC(=O)NC1=CC=C(C=C1)O.CC(=O)OC1=CC=CC=C1C(=O)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C,BKMBGNWZSQNIKU-UHFFFAOYSA-N,False,combination_product,1.0,EXCEDRIN EXTRA STRENGTH,0.7510898495433368,2.7401638894021185,False,False,False,False,True,negative_expanded,True,False,False,,
ACETAMINOPHEN\ASPIRIN\CAFFEINE\CHLORPHENIRAMINE MALEATE\DIHYDROCODEINE\EPHEDRINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\ASPIRIN\CAFFEINE\CODEINE PHOSPHATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\ASPIRIN\DIPHENHYDRAMINE CITRATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BELLADONNA LEAF\CAFFEINE\ERGOTAMINE TARTRATE,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,0.0,0.0,0.0,0.0,,,,,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BELLADONNA LEAF\CAFFEINE\OPIUM,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,0.0,0.0,0.0,0.0,,,,,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BOS TAURUS GALLSTONE\CAFFEINE\CHLORPHENIRAMINE MALEATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BOS TAURUS GALLSTONE\CHLORPHENIRAMINE MALEATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BROMHEXINE\BROMPHENIRAMINE\CAFFEINE\PENTOXYVERINE\PHENYLEPHRINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BUCLIZINE HYDROCHLORIDE\CODEINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BUTALBITAL,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,0.0,0.0,0.0,0.0,,,,,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BUTALBITAL\CAFFEINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BUTALBITAL\CAFFEINE\CODEINE PHOSPHATE,0.0,29.0,543.0,399942.0,29.0,12.47228415948108,0.7610874149572738,204.38896912199684,1.4267938645253266,0.0,0.0,0.0,0.0,0.0,,,,,29,0,0,,,,,,,,0.03931697768367647,0.14343818193621197,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\BUTYLSCOPOLAMINE BROMIDE,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,0.0,0.0,0.0,0.0,0.0,,,,,11,0,0,,,,,,,,0.014913336362773835,0.05440758625166661,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,0.0,0.0,0.0,0.0,,,,,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE CITRATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\CARISOPRODOL\DICLOFENAC,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\CARISOPRODOL\DICLOFENAC SODIUM,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\CHLORPHENIRAMINE\PHENYLPROPANOLAMINE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\CODEINE,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE,0.0,18.0,543.0,399953.0,18.0,19.888783908103136,1.1970138589032668,330.4587682097911,1.4338397681566992,0.0,0.0,0.0,0.0,0.0,,,,,18,0,0,,,,,,,,0.02440364132090264,0.08903059568454537,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\DIHYDROCODEINE BITARTRATE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\ERGOTAMINE TARTRATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\PROPYPHENAZONE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\SALICYLATE,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,0.0,0.0,0.0,0.0,0.0,,,,,6,0,0,,,,,,,,0.008134547106967547,0.02967686522818179,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CAFFEINE\SALICYLIC ACID,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CARBINOXAMINE MALEATE\PENTOXYVERINE CITRATE\PHENYLEPHRINE HYDROCHLORIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CETIRIZINE\PSEUDOEPHEDRINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE MALEATE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE\PHENYLEPHRINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE MALEATE\PHENYLPROPANOLAMINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE MALEATE\PSEUDOEPHEDRINE HYDROCHLORIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE\CODEINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE\DEXTROMETHORPHAN,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE\DEXTROMETHORPHAN\PHENYLEPHRINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE\DEXTROMETHORPHAN\PSEUDOEPHEDRINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CHLORPHENIRAMINE\DEXTROMETHORPHAN\PSEUDOEPHEDRINE HYDROCHLORIDE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CODEINE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CODEINE PHOSPHATE,0.0,327.0,543.0,399644.0,327.0,1.122620560826422,0.0699773661243659,18.009779352804266,1.415943453581851,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,327,0,2,,,,,,,,0.4433328173297313,1.6173891549359074,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CODEINE PHOSPHATE\DOXYLAMINE SUCCINATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CODEINE PHOSPHATE\METHOCARBAMOL,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CODEINE PHOSPHATE\PSEUDOEPHEDRINE HYDROCHLORIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\CYANOCOBALAMIN\THIAMINE\TRAMADOL HYDROCHLORIDE,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,0.0,0.0,0.0,0.0,0.0,,,,,7,0,0,,,,,,,,0.009490304958128803,0.03462300943287875,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\DEXTROMETHORPHAN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
