analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
ISOSORBIDE DINITRATE,3.0,15.0,540.0,399956.0,18.0,148.13185185185185,42.760718936041265,513.1589477220896,0.6339198309935429,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,18,3,3,6883.0,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N,True,,1.0,ISOSORBIDE DINITRATE,0.02440364132090264,0.08903059568454537,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
KETAMINE,29.0,391.0,514.0,399580.0,420.0,57.65830405923154,39.15480712556594,84.90605039441233,0.19745463098471722,0.0,39.0,543.0,399932.0,39.0,9.314510963865242,0.5717566797110633,151.7430710906778,1.423783299003431,420,29,40,3821.0,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,YQEZLKZALYSWHR-UHFFFAOYSA-N,True,,2.0,KETAMINE | KETAMINE HYDROCHLORIDE,0.5694182974877282,2.0773805659727254,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
LABETALOL,12.0,120.0,531.0,399851.0,132.0,75.3015065913371,41.34733291376869,137.1386373759785,0.30586337925557294,1.0,27.0,542.0,399944.0,28.0,27.32977996446631,3.707039184123845,201.48610138920807,1.0192568645033844,132,12,14,71412.0,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,WQVZLXWQESQGIF-UHFFFAOYSA-N,True,,1.0,TRANDATE,0.17896003635328603,0.6528910350199993,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
LEVOLEUCOVORIN,8.0,88.0,535.0,399883.0,96.0,67.94953271028038,32.787164614431184,140.8215394603912,0.3718000752738022,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,96,8,10,135500522.0,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Ca+2],KVUAALJSMIVURS-QNTKWALQSA-L,True,,1.0,LEVOLEUCOVORIN CALCIUM,0.13015275371148075,0.47482984365090863,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
MELPHALAN,4.0,418.0,539.0,399553.0,422.0,7.093643198906356,2.6403299793650974,19.05813827311481,0.5042322231512545,2.0,152.0,541.0,399819.0,154.0,9.724170639167234,2.403800274509829,39.33750054959294,0.713042689700745,422,4,4,460612.0,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,True,,1.0,MELPHALAN,0.5721298131900507,2.0872728543821193,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
METAMIZOLE,3.0,109.0,540.0,399862.0,112.0,20.38032619775739,6.452035590729627,64.3762251596671,0.5868236515126058,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,112,3,5,3111.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,LVWZTYCIRDMTEY-UHFFFAOYSA-N,True,,1.0,METAMIZOLE,0.15184487933006086,0.55396815092606,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
METHYLPREDNISOLONE,19.0,1620.0,524.0,398351.0,1639.0,8.916064697012533,5.626720535646446,14.128338021710546,0.23486117217084646,2.0,155.0,541.0,399816.0,157.0,9.535889332776817,2.3576700198038116,38.56908922926095,0.7129533946123301,1639,19,26,6741.0,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,VHRSUDSXCMQTMA-PJHHCJLFSA-N,True,,1.0,METHYLPREDNISOLONE,2.2220871180533015,8.106730351498324,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
MIDAZOLAM,5.0,340.0,538.0,399631.0,345.0,10.923655149792259,4.499339729866531,26.52083394358903,0.452551007996278,1.0,64.0,542.0,399907.0,65.0,11.528684271217712,1.5964609849459137,83.25324720035394,1.0086984281893026,345,5,11,4192.0,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,DDLIGBOFAVUZHB-UHFFFAOYSA-N,True,,1.0,MIDAZOLAM,0.4677364586506339,1.7064197506204528,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
MORPHINE,12.0,683.0,531.0,399288.0,695.0,13.211504578504604,7.4188538527214005,23.52706451601302,0.29442011786897554,1.0,109.0,542.0,399862.0,110.0,6.76837401401537,0.9431679486537966,48.571293012008496,1.0054958136360328,695,12,17,5288826.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,BQJCRHHNABKAKU-KBQPJGBKSA-N,True,,1.0,MORPHINE,0.9422517065570741,3.4375702222643905,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
NAPROXEN,12.0,1032.0,531.0,398939.0,1044.0,8.736018044059037,4.913770189969229,15.531457173540096,0.293578049931626,2.0,158.0,541.0,399813.0,160.0,9.354757949413884,2.313276284851188,37.83010998954316,0.7128674799209438,1044,12,24,156391.0,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CMWTZPSULFXXJA-VIFPVBQESA-N,True,,1.0,NAPROSYN,1.415411196612353,5.163774549703631,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
NEMTABRUTINIB,4.0,0.0,539.0,399971.0,4.0,6672.369786839667,358.7819934954435,124087.94025192973,1.491334399294467,0.0,0.0,0.0,0.0,0.0,,,,,4,4,4,129045720.0,C1CC(OCC1NC2=NC=NC3=C2C(=CN3)C(=O)C4=C(C=C(C=C4)OC5=CC=CC=C5)Cl)CO,JSFCZQSJQXFJDS-QAPCUYQASA-N,True,,1.0,NEMTABRUTINIB,0.005423031404645031,0.01978457681878786,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
REMIFENTANIL,10.0,39.0,533.0,399932.0,49.0,192.39524702939337,95.54886446822071,387.40315005849914,0.3570990040226629,2.0,9.0,541.0,399962.0,11.0,164.2891764222633,35.413994137192105,762.1544574990328,0.7829189231230291,49,10,13,60815.0,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,True,,2.0,REMIFENTANIL | ULTIVA,0.06643213470690162,0.24236106603015126,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
SEVOFLURANE,3.0,114.0,540.0,399857.0,117.0,19.486208576998052,6.173122473970874,61.510576909390515,0.586480703777896,2.0,68.0,541.0,399903.0,70.0,21.740948135261497,5.3148697806978715,88.93328441210961,0.7187188684004533,117,3,5,5206.0,C(OC(C(F)(F)F)C(F)(F)F)F,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,True,,1.0,SEVOFLURANE,0.15862366858586716,0.5786988719495448,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
SUCCINYLCHOLINE,5.0,40.0,538.0,399931.0,45.0,92.92077137546468,36.532422080270734,236.34539571561274,0.4762995239246035,0.0,22.0,543.0,399949.0,22.0,16.35283655320454,0.9906946549027411,269.9270274775788,1.430484837795582,45,5,9,22475.0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],YOEWQQVKRJEPAE-UHFFFAOYSA-L,True,,1.0,SUCCINYLCHOLINE CHLORIDE,0.0610091033022566,0.22257648921136342,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
SUFENTANIL,43.0,88.0,500.0,399883.0,131.0,390.79475,268.5668822883653,568.6499218603717,0.1913686260821995,0.0,0.0,0.0,0.0,0.0,,,,,131,43,46,41693.0,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,GGCSSNBKKAUURC-UHFFFAOYSA-N,True,,2.0,SUFENTANIL | SUFENTANIL CITRATE,0.17760427850212476,0.6479448908153024,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
TECFIDERA,3.0,405.0,540.0,399566.0,408.0,5.481015089163237,1.7548242337292497,17.11939340146483,0.5810824586090175,3.0,361.0,540.0,399610.0,364.0,6.14973838104032,1.9679265700365378,19.217831971514183,0.5813413547370917,408,3,5,637568.0,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-ONEGZZNKSA-N,True,,1.0,TECFIDERA,0.5531492032737931,2.0180268355163617,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
TRANEXAMIC ACID,13.0,131.0,530.0,399840.0,144.0,74.86562004897019,42.07364692286607,133.21547988440852,0.29401693516286914,2.0,82.0,541.0,399889.0,84.0,18.02844777061449,4.422431445161646,73.49462236963959,0.7169700492214803,144,13,15,5526.0,C1CC(CCC1CN)C(=O)O,GYDJEQRTZSCIOI-UHFFFAOYSA-N,True,,1.0,TRANEXAMIC ACID,0.19522913056722113,0.712244765476363,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
TREOSULFAN,3.0,65.0,540.0,399906.0,68.0,34.18,10.709609357247986,109.08636916895043,0.5920914635066432,0.0,0.0,0.0,0.0,0.0,,,,,68,3,3,9882105.0,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,YCPOZVAOBBQLRI-WDSKDSINSA-N,True,,1.0,TREOSULFAN,0.09219153387896553,0.3363378059193936,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
VINBLASTINE,3.0,70.0,540.0,399901.0,73.0,31.738174603174603,9.962631139823907,101.10900554322862,0.5911627526238461,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,73,3,3,13342.0,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,JXLYSJRDGCGARV-CFWMRBGOSA-N,True,,1.0,VINBLASTINE,0.09897032313477182,0.36106852694287844,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
VINCRISTINE,6.0,1012.0,537.0,398959.0,1018.0,4.404785037648773,1.965419305269239,9.87175162871245,0.4117274740350796,1.0,50.0,542.0,399921.0,51.0,14.757232472324723,2.0348831820259234,107.02133280467639,1.0108647382038964,1018,6,7,5978.0,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,OGWKCGZFUXNPDA-XQKSVPLYSA-N,True,,1.0,VINCRISTINE,1.3801614924821604,5.03517480038151,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
ZOLEDRONIC ACID,3.0,554.0,540.0,399417.0,557.0,4.005385078219013,1.2838182363925124,12.496402660473295,0.580510760439355,3.0,431.0,540.0,399540.0,434.0,5.150038669760248,1.6492717676164406,16.081581471777273,0.5809542784749454,557,3,3,68740.0,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,XRASPMIURGNCCH-UHFFFAOYSA-N,True,,1.0,ZOLEDRONIC ACID,0.7551571230968206,2.7550023220162094,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
CABOZANTINIB,0.0,5017.0,543.0,394954.0,5017.0,0.07241526781380164,0.004522857883695721,1.1594374944763157,1.414935249678098,0.0,4702.0,543.0,395269.0,4702.0,0.07732767563300658,0.004829628674913501,1.2381012747135414,1.4149399666299047,5017,0,0,25102847.0,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,ONIQOQHATWINJY-UHFFFAOYSA-N,True,,1.0,CABOMETYX,6.801837139276031,24.814805474964672,False,False,True,False,False,negative_high,True,True,True,0.0,1.0
CLOZAPINE,0.0,3041.0,543.0,396930.0,3041.0,0.12005965922796591,0.007497922777014576,1.9224420152903474,1.4149810001814813,0.0,2631.0,543.0,397340.0,2631.0,0.13890884987819183,0.008674777912953808,2.2243415068492234,1.414999100542617,3041,0,0,135398737.0,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,True,,2.0,CLOZAPINE | CLOZARIL,4.122859625381385,15.04122452648347,False,False,True,False,False,negative_high,True,True,True,0.0,1.0
PALBOCICLIB,0.0,2831.0,543.0,397140.0,2831.0,0.1290321899396671,0.00805813596398815,2.066148562773347,1.4149896162521973,0.0,2518.0,543.0,397453.0,2518.0,0.1451826858432512,0.009066468307167286,2.324831627326976,1.4150051251368816,2831,0,0,5330286.0,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,AHJRHEGDXFFMBM-UHFFFAOYSA-N,True,,1.0,IBRANCE,3.8381504766375207,14.002534243497108,False,False,True,False,False,negative_high,True,True,True,0.0,1.0
PIMAVANSERIN,0.0,3042.0,543.0,396929.0,3042.0,0.12001989599955853,0.007495440059091566,1.9218051671659535,1.4149809619980032,0.0,3034.0,543.0,396937.0,3034.0,0.12033873563495423,0.007515347609188115,1.9269117075189865,1.4149812681704956,3042,0,0,10071196.0,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C,RKEWSXXUOLRFBX-UHFFFAOYSA-N,True,,1.0,NUPLAZID,4.1242153832325466,15.046170670688166,False,False,True,False,False,negative_high,True,True,True,0.0,1.0
POMALIDOMIDE,0.0,2550.0,543.0,397421.0,2550.0,0.14334960026417606,0.008952025402505327,2.2954702396340565,1.415003364874955,0.0,2294.0,543.0,397677.0,2294.0,0.15944592113896616,0.009956921343496817,2.553299447771372,1.4150188217129034,2550,0,0,134780.0,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,UVSMNLNDYGZFPF-UHFFFAOYSA-N,True,,1.0,POMALYST,3.4571825204612074,12.61266772197726,False,False,True,False,False,negative_high,True,True,True,0.0,1.0
RELUGOLIX,0.0,3564.0,543.0,396407.0,3564.0,0.10230896697643106,0.0063895763768152996,1.6381562886961691,1.4149639547760255,0.0,3494.0,543.0,396477.0,3494.0,0.10437679502406397,0.0065186945767956705,1.6712725548265803,1.4149659404332398,3564,0,0,10348973.0,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC,AOMXMOCNKJTRQP-UHFFFAOYSA-N,True,,1.0,ORGOVYX,4.8319209815387225,17.628057945539982,False,False,True,False,False,negative_high,True,True,True,0.0,1.0
ABEMACICLIB,0.0,1058.0,543.0,398913.0,1058.0,0.3467035810773521,0.02164297375989084,5.553921307922258,1.4151986314030127,0.0,902.0,543.0,399069.0,902.0,0.40679141809396874,0.025391086082767612,6.517218574088855,1.4152563250072852,1058,0,0,46220502.0,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,UZWDCWONPYILKI-UHFFFAOYSA-N,True,,1.0,VERZENIO,1.4343918065286108,5.233020568569389,False,False,False,True,False,negative_moderate,True,True,True,0.0,0.8
ALPRAZOLAM,0.0,1030.0,543.0,398941.0,1030.0,0.3561489563707117,0.022232206192840064,5.705330277334192,1.4152077005702202,0.0,409.0,543.0,399562.0,409.0,0.8976380871505066,0.05597700674336695,14.39437694832976,1.415727527309657,1030,0,0,2118.0,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,VREFGVBLTWBCJP-UHFFFAOYSA-N,True,,1.0,ALPRAZOLAM,1.3964305866960955,5.094528530837874,False,False,False,True,False,negative_moderate,True,True,True,0.0,0.8
APREMILAST,0.0,1688.0,543.0,398283.0,1688.0,0.2170009853440627,0.013549595288064549,3.4753383137409166,1.4150740895132987,0.0,869.0,543.0,399102.0,869.0,0.4222652255496899,0.02635616192192593,6.7653219477375615,1.415271181887557,1688,0,0,11561674.0,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,True,,2.0,APREMILAST | OTEZLA,2.288519252760203,8.349091417528477,False,False,False,True,False,negative_moderate,True,True,True,0.0,0.8
AZATHIOPRINE,0.0,1034.0,543.0,398937.0,1034.0,0.3547683128924239,0.022146078586386158,5.683198284589621,1.4152063749210144,0.0,122.0,543.0,399849.0,122.0,3.002831233689428,0.18651792441933293,48.34385459784875,1.4177466955172373,1034,0,0,2265.0,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],LMEKQMALGUDUQG-UHFFFAOYSA-N,True,,1.0,AZATHIOPRINE,1.4018536181007406,5.1143131076566615,False,False,False,True,False,negative_moderate,True,True,True,0.0,0.8
IBRUTINIB,0.0,1222.0,543.0,398749.0,1222.0,0.300069420536062,0.018733479975374136,4.806456529123855,1.4151538538805946,0.0,1074.0,543.0,398897.0,1074.0,0.3415272416557968,0.021320048420792888,5.470947086558219,1.4151936612133311,1222,0,0,24821094.0,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,XYFPWWZEPKGCCK-GOSISDBHSA-N,True,,1.0,IMBRUVICA,1.656736094119057,6.04418821813969,False,False,False,True,False,negative_moderate,True,True,True,0.0,0.8
OLANZAPINE,0.0,1373.0,543.0,398598.0,1373.0,0.2669792152616771,0.016668680384050408,4.276157424551972,1.4151220803080136,0.0,650.0,543.0,399321.0,650.0,0.5647364881730634,0.03523921823358373,9.050351201324325,1.4154079658059424,1373,0,0,135398745.0,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,KVWDHTXUZHCGIO-UHFFFAOYSA-N,True,,1.0,OLANZAPINE,1.8614555296444069,6.791055993048932,False,False,False,True,False,negative_moderate,True,True,True,0.0,0.8
QUETIAPINE,0.0,1337.0,543.0,398634.0,1337.0,0.27418995950442354,0.017118646376876066,4.391710199387672,1.4151290041964213,0.0,480.0,543.0,399491.0,480.0,0.7648646811671758,0.04770912923248806,12.262181052312965,1.4156000830170108,1337,0,0,5002.0,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,URKOMYMAXPYINW-UHFFFAOYSA-N,True,,1.0,QUETIAPINE,1.8126482470026015,6.612994801679842,False,False,False,True,False,negative_moderate,True,True,True,0.0,0.8
TREPROSTINIL,0.0,1972.0,543.0,397999.0,1972.0,0.1856247879362392,0.011591142220898845,2.9726631974412796,1.4150439603835956,0.0,1522.0,543.0,398449.0,1522.0,0.24076116758285335,0.015032514709002902,3.856037458665731,1.4150969050143514,1972,0,0,6918140.0,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,PAJMKGZZBBTTOY-ZFORQUDYSA-N,True,,2.0,REMODULIN | TYVASO,2.67355448249,9.753796371662414,False,False,False,True,False,negative_moderate,True,True,True,0.0,0.8
ADAPALENE,0.0,714.0,543.0,399257.0,714.0,0.5140688704152324,0.03208064773182442,8.237576926099186,1.4153593222846845,0.0,710.0,543.0,399261.0,710.0,0.5169681741935108,0.03226140378925417,8.284081339882409,1.4153621058099035,714,0,0,60164.0,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,LZCDAPDGXCYOEH-UHFFFAOYSA-N,True,,1.0,ADAPALENE,0.9680111057291381,3.531546962153633,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
AMBRISENTAN,0.0,717.0,543.0,399254.0,717.0,0.5119156069994134,0.03194640201730552,8.203039220116867,1.4153572550045503,0.0,605.0,543.0,399366.0,605.0,0.6067753656492881,0.03785942410069143,9.724826858951168,1.4154483240414282,717,0,0,6918493.0,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,OUJTZYPIHDYQMC-LJQANCHMSA-N,True,,1.0,AMBRISENTAN,0.9720783792826219,3.5463853947677237,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
ARIPIPRAZOLE,0.0,890.0,543.0,399081.0,890.0,0.4122855636027226,0.02573375330970893,6.605308751875076,1.4152616001232408,0.0,555.0,543.0,399416.0,555.0,0.6614734150507967,0.041268032133801286,10.602567076625476,1.4155008336532862,890,0,0,60795.0,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,True,,1.0,ARIPIPRAZOLE,1.2066244875335195,4.402068342180298,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
AZACITIDINE,0.0,649.0,543.0,399322.0,649.0,0.5656073987987362,0.035293504696597595,9.064323090778602,1.4154088019105824,0.0,274.0,543.0,399697.0,274.0,1.339551882405578,0.08346548911712799,21.49869682232652,1.4161516216650476,649,0,0,9444.0,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,NMUSYJAQQFHJEW-KVTDHHQDSA-N,True,,1.0,AZACITIDINE,0.8798868454036562,3.21004758884833,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
CANDESARTAN,0.0,927.0,543.0,399044.0,927.0,0.3958018929916658,0.024705653392416586,6.341023894711995,1.4152457735337074,0.0,47.0,543.0,399924.0,47.0,7.745596281411902,0.4768494572521724,125.81384091393677,1.4222851537064765,927,0,0,2541.0,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,HTQMVQVXFRQIKW-UHFFFAOYSA-N,True,,1.0,CANDESARTAN,1.256787528026486,4.585075677754086,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
CHOLECALCIFEROL,0.0,763.0,543.0,399208.0,763.0,0.4810178516238525,0.030019954338499313,7.707479197731287,1.4153275907204146,0.0,0.0,0.0,0.0,0.0,,,,,763,0,0,5280795.0,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N,True,,1.0,CHOLECALCIFEROL,1.0344432404360397,3.7739080281837842,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
CLOPIDOGREL,0.0,542.0,543.0,399429.0,542.0,0.6773464360964732,0.04225705680550086,10.857315420814375,1.415516071242574,0.0,345.0,543.0,399626.0,345.0,1.0640858880840136,0.06633597259524843,17.068850171658564,1.415887278262394,542,0,0,60606.0,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,GKTWGGQPFAXNFI-HNNXBMFYSA-N,True,,1.0,CLOPIDOGREL,0.7348207553294017,2.680810158945755,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
COCAINE,0.0,613.0,543.0,399358.0,613.0,0.5988510581826115,0.03736554831510386,9.597680378250242,1.4154407166210814,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,613,0,0,446220.0,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,ZPUCINDJVBIVPJ-LJISPDSOSA-N,True,,1.0,COCAINE,0.831079562761851,3.031986397479239,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
ERGOCALCIFEROL,0.0,600.0,543.0,399371.0,600.0,0.6118352767970879,0.03817477109205943,9.806015733025168,1.4154531815893707,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,600,0,0,5280793.0,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,MECHNRXZTMCUDQ-RKHKHRCZSA-N,True,,1.0,ERGOCALCIFEROL,0.8134547106967547,2.9676865228181786,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
FENFLURAMINE,0.0,622.0,543.0,399349.0,622.0,0.5901796699216368,0.03682509446596235,9.458551236324974,1.4154323919488359,0.0,561.0,543.0,399410.0,561.0,0.6543953023713424,0.040826986256049164,10.48897435338449,1.4154940388405117,622,0,0,3337.0,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,DBGIVFWFUFKIQN-UHFFFAOYSA-N,True,,1.0,FINTEPLA,0.8432813834223023,3.076501695321512,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
FLUCONAZOLE,0.0,548.0,543.0,399423.0,548.0,0.6699269312727947,0.04179476569295184,10.738236853431347,1.415508948777007,0.0,179.0,543.0,399792.0,179.0,2.0489938062644626,0.12749957489698785,32.928546008895886,1.416832191313128,548,0,0,3365.0,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,True,,1.0,FLUCONAZOLE,0.7429553024363692,2.7104870241739367,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
HYDROCHLOROTHIAZIDE,0.0,575.0,543.0,399396.0,575.0,0.6384536625485459,0.039833600093921645,10.233146847398642,1.4154787351429399,0.0,103.0,543.0,399868.0,103.0,3.554244496886791,0.22053989376867994,57.28058415091187,1.418275101302241,575,0,0,3639.0,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,JZUFKLXOESDKRF-UHFFFAOYSA-N,True,,1.0,HYDROCHLOROTHIAZIDE,0.7795607644177233,2.844032917700755,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
ISOTRETINOIN,0.0,518.0,543.0,399453.0,518.0,0.7087416021199074,0.04421306953669249,11.361225624894047,1.4155462091121662,0.0,471.0,543.0,399500.0,471.0,0.7794819914520492,0.048619560128730734,12.496866968547675,1.4156141141931466,518,0,0,5282379.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,True,,1.0,ISOTRETINOIN,0.7022825669015316,2.5621026980330277,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
LACOSAMIDE,0.0,584.0,543.0,399387.0,584.0,0.6286087307576987,0.03922009396646113,10.075165468056108,1.4154692840974166,0.0,288.0,543.0,399683.0,288.0,1.274502988684612,0.07942210496029425,20.45221376313407,1.416089203718714,584,0,0,219078.0,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,VPPJLAIAVCUEMN-GFCCVEGCSA-N,True,,1.0,LACOSAMIDE,0.7917625850781745,2.8885482155430275,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
