analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
LETROZOLE,0.0,889.0,543.0,399082.0,889.0,0.4127501004512939,0.02576272592575025,6.6127569696447805,1.4152620461399985,0.0,406.0,543.0,399565.0,406.0,0.9042695118763515,0.05638984108744706,14.500898288417481,1.415733892269931,889,0,0,3902.0,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,HPJKCIUCZWXJDR-UHFFFAOYSA-N,True,,1.0,LETROZOLE,1.205268729682358,4.397122197975602,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
LEVONORGESTREL,0.0,955.0,543.0,399016.0,955.0,0.38417634409223317,0.023980520103561723,6.154639796079852,1.4152346113065897,0.0,947.0,543.0,399024.0,947.0,0.387427816871494,0.024183331027626015,6.206767509171656,1.4152377332044608,955,0,0,13109.0,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,WWYNJERNGUHSAO-XUDSTZEESA-N,True,,1.0,MIRENA,1.2947487478590012,4.7235677154856015,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
LISDEXAMFETAMINE,0.0,552.0,543.0,399419.0,552.0,0.6650701211770533,0.041492142798391474,10.660289786229306,1.4155042863896503,0.0,294.0,543.0,399677.0,294.0,1.248518140768427,0.07780663203932775,20.034250384208214,1.4160642690777616,552,0,0,11597697.0,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N.CS(=O)(=O)O.CS(=O)(=O)O,CETWSOHVEGTIBR-FORAGAHYSA-N,True,,1.0,LISDEXAMFETAMINE DIMESYLATE,0.7483783338410143,2.7302716009927246,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
LORAZEPAM,0.0,912.0,543.0,399059.0,912.0,0.4023233481619639,0.025112409472905238,6.445581283265326,1.4152520350474262,0.0,211.0,543.0,399760.0,211.0,1.7388413683310824,0.10826330566315219,27.92792336885566,1.4165347014063658,912,0,0,3958.0,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,DIWRORZWFLOCLC-UHFFFAOYSA-N,True,,1.0,LORAZEPAM,1.236451160259067,4.5108835146836315,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
MACITENTAN,0.0,646.0,543.0,399325.0,646.0,0.568236296070199,0.03545737064349501,9.106498375699962,1.415411325740892,0.0,487.0,543.0,399484.0,487.0,0.7538687990941901,0.04702422392296364,12.085646903577835,1.415589527963618,646,0,0,16004692.0,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,JGCMEBMXRHSZKX-UHFFFAOYSA-N,True,,1.0,OPSUMIT,0.8758195718501726,3.195209156234239,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
MESALAMINE,0.0,730.0,543.0,399241.0,730.0,0.5027891697473785,0.03137740005757864,8.05665698086415,1.4153484929677715,0.0,236.0,543.0,399735.0,236.0,1.5549342508329265,0.09684641042847615,24.96551512561205,1.4163582731310917,730,0,0,4075.0,C1=CC(=C(C=C1N)C(=O)O)O,KBOPZPXVLCULAV-UHFFFAOYSA-N,True,,1.0,MESALAMINE,0.9897032313477182,3.6106852694287843,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
METHAMPHETAMINE,0.0,752.0,543.0,399219.0,752.0,0.48806278978076756,0.03045921971404424,7.820465822988673,1.4153343544707346,0.0,22.0,543.0,399949.0,22.0,16.35283655320454,0.9906946549027411,269.9270274775788,1.430484837795582,752,0,0,10836.0,CC(CC1=CC=CC=C1)NC,MYWUZJCMWCOHBA-VIFPVBQESA-N,True,,1.0,METHAMPHETAMINE,1.019529904073266,3.7195004419321176,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
MIRTAZAPINE,0.0,782.0,543.0,399189.0,782.0,0.4693158471744197,0.029290286219665274,7.5198092212961765,1.415316355713598,0.0,248.0,543.0,399723.0,248.0,1.4798024578010844,0.09217997815288292,23.755867141585387,1.416286190358954,782,0,0,4205.0,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,RONZAEMNMFQXRA-UHFFFAOYSA-N,True,,1.0,MIRTAZAPINE,1.0602026396081037,3.867884768073026,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
NINTEDANIB,0.0,802.0,543.0,399169.0,802.0,0.45759657464168724,0.028559509148090273,7.331870587762083,1.4153051040405993,0.0,689.0,543.0,399282.0,689.0,0.5327414169568098,0.033244746407000085,8.53709075913989,1.4153772490819543,802,0,0,135423438.0,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,CPMDPSXJELVGJG-UHFFFAOYSA-N,True,,1.0,OFEV,1.0873177966313288,3.9668076521669655,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
OSIMERTINIB,0.0,738.0,543.0,399233.0,738.0,0.4973326050031797,0.031037192682614487,7.969139558739674,1.4153432542473903,0.0,694.0,543.0,399277.0,694.0,0.528899362384036,0.033005228686421785,8.475461212160045,1.4153735604906414,738,0,0,71496458.0,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,DUYJMQONPNNFPI-UHFFFAOYSA-N,True,,1.0,OSIMERTINIB,1.0005492941570082,3.65025442306636,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
PSEUDOEPHEDRINE,0.0,501.0,543.0,399470.0,501.0,0.7327979263680898,0.04571169404934976,11.747383509997285,1.4155693016107926,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,501,0,0,7028.0,CC(C(C1=CC=CC=C1)O)NC,KWGRBVOPPLSCSI-WCBMZHEXSA-N,True,,1.0,PSEUDOEPHEDRINE,0.6792346834317902,2.4780182465531793,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
RIOCIGUAT,0.0,538.0,543.0,399433.0,538.0,0.6823846266205063,0.04257096671498847,10.938177226876581,1.415520907709295,0.0,419.0,543.0,399552.0,419.0,0.876218348167146,0.0546434666412132,14.050327346649397,1.4157069680655712,538,0,0,11304743.0,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,WXXSNCNJFUAIDG-UHFFFAOYSA-N,True,,1.0,ADEMPAS,0.7293977239247567,2.661025582126967,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
RISPERIDONE,0.0,758.0,543.0,399213.0,758.0,0.4841947653669331,0.03021804243208922,7.75843012781587,1.415330640836461,0.0,288.0,543.0,399683.0,288.0,1.274502988684612,0.07942210496029425,20.45221376313407,1.416089203718714,758,0,0,5073.0,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,RAPZEAPATHNIPO-UHFFFAOYSA-N,True,,1.0,RISPERIDONE,1.0276644511802333,3.7491773071602994,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
SPARSENTAN,0.0,605.0,543.0,399366.0,605.0,0.6067753656492881,0.03785942410069143,9.724826858951168,1.4154483240414282,0.0,604.0,543.0,399367.0,604.0,0.6077806515530942,0.03792207664446965,9.740957064812397,1.4154492891238122,605,0,0,10257882.0,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC(=C(C=C3)C4=CC=CC=C4S(=O)(=O)NC5=NOC(=C5C)C)COCC,WRFHGDPIDHPWIQ-UHFFFAOYSA-N,True,,1.0,FILSPARI,0.8202334999525609,2.9924172438416634,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
SPIRONOLACTONE,0.0,540.0,543.0,399431.0,540.0,0.6798562100069189,0.04241343172757501,10.897596526820783,1.415518480529849,0.0,152.0,543.0,399819.0,152.0,2.4119293588912183,0.1499810599415376,38.78758580949499,1.417180230098049,540,0,0,5833.0,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,LXMSZDCAJNLERA-ZHYRCANASA-N,True,,1.0,SPIRONOLACTONE,0.7321092396270792,2.670917870536361,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
TAFAMIDIS,0.0,768.0,543.0,399203.0,768.0,0.4778822770316253,0.02982444151573925,7.657191856565446,1.4153245802872807,0.0,710.0,543.0,399261.0,710.0,0.5169681741935108,0.03226140378925417,8.284081339882409,1.4153621058099035,768,0,0,11001318.0,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,TXEIIPDJKFWEEC-UHFFFAOYSA-N,True,,1.0,VYNDAMAX,1.041222029691846,3.798638749207269,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
TROFINETIDE,0.0,886.0,543.0,399085.0,886.0,0.41414999914385825,0.0258500356517727,6.635202523563856,1.4152633902269043,0.0,881.0,543.0,399090.0,881.0,0.41650433812483006,0.025996871447730874,6.672951552097034,1.4152656506992685,886,0,0,11318905.0,CC1(CCCN1C(=O)CN)C(=O)NC(CCC(=O)O)C(=O)O,BUSXWGRAOZQTEY-SDBXPKJASA-N,True,,1.0,DAYBUE,1.2012014561288744,4.38228376536151,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
VENETOCLAX,0.0,938.0,543.0,399033.0,938.0,0.39115198311620014,0.02441562320144923,6.266474242060491,1.4152413089503237,0.0,532.0,543.0,399439.0,532.0,0.6900838332663877,0.04305066261077154,11.061750692229287,1.4155282986162039,938,0,0,49846579.0,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C,LQBVNQSMGBZMKD-UHFFFAOYSA-N,True,,1.0,VENETOCLAX,1.2717008643892598,4.639483264005753,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
VENLAFAXINE,0.0,708.0,543.0,399263.0,708.0,0.5184301025982955,0.03235254644473232,8.307530652624733,1.4153635093567494,0.0,316.0,543.0,399655.0,316.0,1.161669362609382,0.07240611360959975,18.637593439987803,1.4159809272090682,708,0,0,5656.0,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,PNVNVHUZROJLTJ-UHFFFAOYSA-N,True,,1.0,VENLAFAXINE,0.9598765586221705,3.501870096925451,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
