analysis_drug_name,model_label,faers_signal_class,final_descriptor_rf_prob_positive,feature,feature_description,feature_value,shap_value,abs_shap_value
DEXAMETHASONE,1,positive_high,0.91451547973779,fr_ketone,RDKit fragment count: ketone,2.0,0.03511298885561901,0.03511298885561901
DEXAMETHASONE,1,positive_high,0.91451547973779,HeavyAtomMolWt,Heavy-atom molecular weight,363.23500000000007,0.008202599864574112,0.008202599864574112
DEXAMETHASONE,1,positive_high,0.91451547973779,ExactMolWt,Exact molecular weight,392.19990224799994,-0.0010217347193063673,0.0010217347193063673
DEXAMETHASONE,1,positive_high,0.91451547973779,fr_para_hydroxylation,RDKit fragment count: para_hydroxylation,0.0,-0.0035352041651158786,0.0035352041651158786
DEXAMETHASONE,1,positive_high,0.91451547973779,MolWt,Molecular weight,392.4670000000001,0.0004822819288575872,0.0004822819288575872
DEXAMETHASONE,1,positive_high,0.91451547973779,fr_C_O,RDKit fragment count: C_O,2.0,0.0123901479426026,0.0123901479426026
DEXAMETHASONE,1,positive_high,0.91451547973779,fr_benzene,RDKit fragment count: benzene,0.0,0.009878589603097638,0.009878589603097638
DEXAMETHASONE,1,positive_high,0.91451547973779,fr_Al_OH_noTert,RDKit fragment count: Al_OH_noTert,2.0,0.025883986718484027,0.025883986718484027
DEXAMETHASONE,1,positive_high,0.91451547973779,fr_C_O_noCOO,RDKit fragment count: C_O_noCOO,2.0,0.012019519971257565,0.012019519971257565
DEXAMETHASONE,1,positive_high,0.91451547973779,NumRotatableBonds,Number of rotatable bonds,2.0,0.0035340919582192926,0.0035340919582192926
DEXAMETHASONE,1,positive_high,0.91451547973779,fr_Al_COO,RDKit fragment count: Al_COO,0.0,-0.0015363546535802656,0.0015363546535802656
DICLOFENAC,1,positive_high,0.7259640466579866,MolLogP,Calculated octanol/water partition coefficient,4.364100000000001,-0.023803961075105084,0.023803961075105084
DICLOFENAC,1,positive_high,0.7259640466579866,FractionCSP3,Fraction of sp3 carbons,0.07142857142857142,-0.040371972818572105,0.040371972818572105
DICLOFENAC,1,positive_high,0.7259640466579866,RingCount,Number of rings,2.0,0.04341744489092172,0.04341744489092172
DICLOFENAC,1,positive_high,0.7259640466579866,TPSA,Topological polar surface area,49.33,0.005675364665705289,0.005675364665705289
DICLOFENAC,1,positive_high,0.7259640466579866,fr_NH0,RDKit fragment count: NH0,0.0,0.009100185455019446,0.009100185455019446
DICLOFENAC,1,positive_high,0.7259640466579866,fr_Al_OH,RDKit fragment count: Al_OH,0.0,-0.005058729237365439,0.005058729237365439
DICLOFENAC,1,positive_high,0.7259640466579866,fr_bicyclic,RDKit fragment count: bicyclic,0.0,0.019839888473918574,0.019839888473918574
DICLOFENAC,1,positive_high,0.7259640466579866,NumHDonors,Number of hydrogen-bond donors,2.0,-0.001016202731171996,0.001016202731171996
DICLOFENAC,1,positive_high,0.7259640466579866,NumAromaticRings,Number of aromatic rings,2.0,0.011566826320281637,0.011566826320281637
DICLOFENAC,1,positive_high,0.7259640466579866,BalabanJ,BalabanJ,2.3558879442321032,0.02433958224963067,0.02433958224963067
DICLOFENAC,1,positive_high,0.7259640466579866,NumHAcceptors,Number of hydrogen-bond acceptors,2.0,0.0211756496348478,0.0211756496348478
DICLOFENAC,1,positive_high,0.7259640466579866,BertzCT,BertzCT,593.8950014443016,0.007222847661342014,0.007222847661342014
