analysis_drug_name,model_label,label_weight,faers_signal_class,canonical_smiles,MolWt,HeavyAtomMolWt,ExactMolWt,BalabanJ,BertzCT,TPSA,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticRings,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
PALBOCICLIB,0,1.0,negative_high,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,447.5430000000004,418.31100000000026,447.23827316800003,1.5077585467519465,1240.3878111114063,105.03999999999999,0.4583333333333333,33.0,2.0,9.0,2.0,3.0,8.0,2.0,9.0,5.0,2.0,5.0,2.965820000000001,128.64690000000004,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIMAVANSERIN,0,1.0,negative_high,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C,427.5640000000002,393.29200000000014,427.263505548,1.6106280772023835,815.6656777628499,44.81,0.48,31.0,1.0,5.0,1.0,2.0,3.0,1.0,6.0,8.0,1.0,3.0,4.6665000000000045,121.47270000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
POMALIDOMIDE,0,1.0,negative_high,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,273.248,262.15999999999997,273.07495583200006,1.9999647590304859,667.5801566907198,109.57000000000001,0.23076923076923078,20.0,3.0,7.0,2.0,1.0,5.0,2.0,7.0,1.0,1.0,3.0,-0.33000000000000046,67.5261,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RELUGOLIX,0,1.0,negative_high,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC,623.6420000000002,596.4260000000002,623.176244404,1.7858629143589353,1935.0797674280989,132.61,0.20689655172413793,44.0,2.0,12.0,0.0,5.0,9.0,2.0,15.0,9.0,0.0,5.0,3.7505000000000015,161.27439999999964,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ABEMACICLIB,0,0.8,negative_moderate,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,506.6050000000003,474.3490000000002,506.271799464,1.347617661609908,1392.0510651500408,75.0,0.4074074074074074,37.0,1.0,8.0,1.0,4.0,7.0,1.0,10.0,7.0,1.0,5.0,4.936920000000004,140.70769999999987,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPRAZOLAM,0,0.8,negative_moderate,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,308.772,295.66800000000006,308.082874096,2.0133815691934758,880.9295253951269,43.07,0.11764705882352941,22.0,0.0,4.0,1.0,3.0,3.0,0.0,5.0,1.0,0.0,4.0,3.5801200000000017,86.89100000000002,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APREMILAST,0,0.8,negative_moderate,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,460.5080000000002,436.31600000000026,460.13042210799995,2.1316849521197563,1190.7606526293957,119.08,0.3181818181818182,32.0,1.0,9.0,1.0,2.0,7.0,1.0,10.0,8.0,0.0,3.0,2.4342000000000006,117.86050000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZATHIOPRINE,0,0.8,negative_moderate,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],277.26900000000006,270.213,277.038193464,2.0834579657542083,764.8623146411958,115.42000000000002,0.1111111111111111,19.0,1.0,9.0,0.0,3.0,7.0,1.0,10.0,3.0,0.0,3.0,1.1458,65.6691,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBRUTINIB,0,0.8,negative_moderate,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,440.5070000000002,416.3150000000002,440.196074008,1.5007676073343363,1299.9886996136904,99.16,0.2,33.0,2.0,8.0,1.0,4.0,6.0,1.0,8.0,5.0,1.0,5.0,4.2173000000000025,126.73539999999998,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLANZAPINE,0,0.8,negative_moderate,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,312.4420000000001,292.28200000000004,312.14086764,1.8094067663599598,726.0102103648205,30.870000000000005,0.35294117647058826,22.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,0.0,1.0,4.0,3.4392200000000033,94.04770000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
QUETIAPINE,0,0.8,negative_moderate,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,383.5170000000001,358.31700000000006,383.16674804,1.503401767723711,803.5186584789169,48.3,0.38095238095238093,27.0,1.0,5.0,2.0,2.0,6.0,1.0,6.0,5.0,1.0,4.0,2.8560000000000016,109.12180000000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREPROSTINIL,0,0.8,negative_moderate,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,390.5200000000001,356.2480000000001,390.24062418799986,1.6231389319130178,658.3928100087995,86.99000000000001,0.6956521739130435,28.0,3.0,5.0,2.0,1.0,4.0,3.0,5.0,10.0,1.0,3.0,3.5832000000000024,107.45740000000009,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ADAPALENE,0,0.6,negative_expanded,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,412.5290000000003,384.3050000000002,412.20384475599997,1.4279429813022033,1156.7976717268523,46.53,0.39285714285714285,31.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,7.0,6.681400000000005,122.74530000000009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBRISENTAN,0,0.6,negative_expanded,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,378.4280000000001,356.2520000000002,378.157957184,2.1934632288677594,885.5152815355896,81.54,0.22727272727272727,28.0,1.0,6.0,0.0,3.0,5.0,1.0,6.0,7.0,0.0,3.0,3.515640000000003,104.23080000000003,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARIPIPRAZOLE,0,0.6,negative_expanded,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,448.3940000000001,421.1780000000001,447.148032464,1.1543969516664407,898.0121087625581,44.81,0.43478260869565216,30.0,1.0,5.0,2.0,2.0,4.0,1.0,7.0,7.0,1.0,4.0,4.859300000000005,123.23670000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AZACITIDINE,0,0.6,negative_expanded,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,244.207,232.11099999999996,244.080769484,2.3196952658217853,463.4739146948156,143.72000000000003,0.625,17.0,5.0,9.0,1.0,1.0,8.0,4.0,9.0,2.0,1.0,2.0,-3.167999999999999,53.71380000000002,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANDESARTAN,0,0.6,negative_expanded,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,440.46300000000014,420.30300000000017,440.1596885,1.525137780669044,1424.913779430258,118.81000000000002,0.125,33.0,2.0,9.0,0.0,5.0,6.0,2.0,9.0,7.0,0.0,5.0,4.028600000000003,122.01300000000002,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CHOLECALCIFEROL,0,0.6,negative_expanded,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,384.6480000000002,340.2960000000001,384.33921602799995,1.695898531407001,609.7518254928541,20.23,0.7777777777777778,28.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,6.0,3.0,3.0,7.6190000000000095,121.1888000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLOPIDOGREL,0,0.6,negative_expanded,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,321.829,305.701,321.059027432,1.9432242287829182,655.2314628845675,29.54,0.3125,21.0,0.0,3.0,1.0,2.0,4.0,0.0,5.0,3.0,0.0,3.0,3.6739000000000024,84.64200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
COCAINE,0,0.6,negative_expanded,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,303.35800000000006,282.18999999999994,303.147058152,1.7896528798720674,559.0371822548027,55.84,0.5294117647058824,22.0,0.0,5.0,2.0,1.0,5.0,0.0,5.0,3.0,2.0,3.0,1.8676999999999997,80.34150000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGOCALCIFEROL,0,0.6,negative_expanded,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,396.65900000000016,352.30700000000013,396.33921602799995,1.7486149113663456,678.4273908657838,20.23,0.7142857142857143,29.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,7.641000000000009,125.6418000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FENFLURAMINE,0,0.6,negative_expanded,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,231.26099999999997,215.13299999999992,231.123484172,2.7505823470987134,333.28091213536607,12.03,0.5,16.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,3.2459000000000024,58.286700000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLUCONAZOLE,0,0.6,negative_expanded,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,306.276,294.18000000000006,306.10406544399996,2.0062012637427222,707.748307396491,81.65,0.23076923076923078,22.0,1.0,7.0,0.0,3.0,5.0,1.0,9.0,5.0,0.0,3.0,0.7357999999999993,70.29880000000001,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDROCHLOROTHIAZIDE,0,0.6,negative_expanded,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,297.745,289.681,296.964475416,2.790493724042408,683.3155123780439,118.36,0.14285714285714285,17.0,4.0,7.0,1.0,1.0,5.0,3.0,10.0,1.0,0.0,2.0,-0.3512999999999999,61.636400000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ISOTRETINOIN,0,0.6,negative_expanded,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,300.44200000000006,272.21799999999996,300.208930136,2.7915849583616437,566.514664398947,37.3,0.45,22.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,5.602600000000005,93.76180000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LACOSAMIDE,0,0.6,negative_expanded,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,250.298,232.15399999999997,250.131742436,2.481951907071221,392.48264694846,67.42999999999999,0.38461538461538464,18.0,2.0,5.0,0.0,1.0,3.0,2.0,5.0,6.0,0.0,1.0,0.45390000000000025,67.76940000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETROZOLE,0,0.6,negative_expanded,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,285.31,274.222,285.10144535200004,2.0705579702617833,776.560109916363,78.29,0.058823529411764705,22.0,0.0,5.0,0.0,3.0,4.0,0.0,5.0,3.0,0.0,3.0,2.659160000000001,79.57700000000003,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEVONORGESTREL,0,0.6,negative_expanded,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,312.45300000000003,284.229,312.208930136,1.6711962826978062,597.4530522903294,37.3,0.7619047619047619,23.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,3.0,4.0,3.8826000000000036,90.49280000000005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LISDEXAMFETAMINE,0,0.6,negative_expanded,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N.CS(=O)(=O)O.CS(=O)(=O)O,455.5990000000001,422.33500000000015,455.1759923959998,0.0,723.4760748329081,189.87999999999997,0.5882352941176471,29.0,7.0,10.0,0.0,1.0,7.0,5.0,12.0,8.0,0.0,1.0,0.19810000000000472,113.57670000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LORAZEPAM,0,0.6,negative_expanded,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,311.08299999999997,320.01193292,2.26892535252096,759.0888790908208,61.69,0.06666666666666667,21.0,2.0,4.0,1.0,2.0,3.0,2.0,6.0,1.0,0.0,3.0,3.1013000000000015,83.17950000000002,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACITENTAN,0,0.6,negative_expanded,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,588.2820000000002,568.1220000000003,585.96334832,1.8069041471940066,1131.559789599366,128.22000000000003,0.2631578947368421,32.0,2.0,10.0,0.0,3.0,8.0,2.0,13.0,11.0,0.0,3.0,3.572700000000002,126.7262,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESALAMINE,0,0.6,negative_expanded,C1=CC(=C(C=C1N)C(=O)O)O,153.137,146.081,153.042593084,3.2322088703054916,295.7372022742226,83.55000000000001,0.0,11.0,4.0,4.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,1.0,0.6725999999999999,39.478500000000004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
