analysis_drug_name,model_label,label_weight,faers_signal_class,canonical_smiles,MolWt,HeavyAtomMolWt,ExactMolWt,BalabanJ,BertzCT,TPSA,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticRings,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
ETOPOSIDE,1,0.5,positive_moderate,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,588.5620000000005,556.3060000000004,588.1842910839999,1.3182370054389005,1352.5325604550392,160.83,0.5517241379310345,42.0,3.0,13.0,5.0,2.0,13.0,3.0,13.0,5.0,3.0,7.0,1.3385999999999993,138.3454,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAMOTIDINE,1,0.5,positive_moderate,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,337.4560000000001,322.33600000000007,337.04493572,2.366985109789652,603.3416169759435,175.83,0.375,20.0,8.0,9.0,0.0,1.0,6.0,4.0,12.0,7.0,0.0,1.0,-0.7679999999999998,83.0924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
FLUDARABINE,1,0.5,positive_moderate,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,285.23500000000007,273.13899999999995,285.087332084,2.0706641278559674,649.8548135685061,139.54000000000002,0.5,20.0,5.0,9.0,1.0,2.0,8.0,4.0,10.0,2.0,1.0,3.0,-1.8409,62.702800000000025,0.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABAPENTIN,1,0.5,positive_moderate,C1CCC(CC1)(CC(=O)O)CN,171.23999999999998,154.10399999999998,171.125928784,2.5326302810221746,161.9114705065293,63.31999999999999,0.8888888888888888,12.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,1.3703,46.82520000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCOPYRROLATE,1,0.5,positive_moderate,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],398.34099999999995,370.11699999999996,397.1252558559999,2.0833314752100527e-06,556.9901447057542,46.53,0.631578947368421,24.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0,4.0,2.0,3.0,-0.5396999999999983,88.63620000000006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDROCORTISONE,1,0.5,positive_moderate,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)[O-])O)C)O.[Na+],484.5210000000003,451.25700000000023,484.2073122959999,3.2399942415857873e-06,914.5917174546261,141.03,0.76,34.0,2.0,8.0,4.0,0.0,8.0,2.0,9.0,6.0,3.0,4.0,-2.1333999999999937,113.25660000000008,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDROMORPHONE,1,0.5,positive_moderate,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,285.3430000000001,266.1909999999999,285.136493468,1.8330360876486917,670.2442212037415,49.77,0.5882352941176471,21.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,0.0,2.0,5.0,1.6302999999999999,76.67080000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFOSFAMIDE,1,0.5,positive_moderate,C1CN(P(=O)(OC1)NCCCl)CCCl,261.08899999999994,245.969,260.02481971000003,2.5450086526899947,215.86647567444427,41.57,1.0,14.0,1.0,4.0,1.0,0.0,2.0,1.0,7.0,5.0,1.0,1.0,1.884,59.19120000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOPAMIDOL,1,0.5,positive_moderate,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,777.0880000000001,754.9120000000001,776.854108664,3.662660443416784,776.3251592607854,188.45,0.47058823529411764,31.0,8.0,11.0,0.0,1.0,8.0,8.0,14.0,10.0,0.0,1.0,-1.0143000000000004,135.75510000000003,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOSORBIDE DINITRATE,1,0.5,positive_moderate,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],236.13599999999997,228.07199999999995,236.02806521600002,1.9481182350126691,278.90366073218416,123.20000000000002,1.0,16.0,0.0,10.0,2.0,0.0,8.0,0.0,10.0,4.0,2.0,2.0,-1.0621999999999998,43.214800000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KETAMINE,1,0.5,positive_moderate,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,237.73000000000002,221.60199999999995,237.092041812,2.4834146744155157,404.67399692249853,29.1,0.46153846153846156,16.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.897800000000001,65.66470000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LABETALOL,1,0.5,positive_moderate,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,364.873,339.673,364.15537034,3.1249963700043464e-06,679.6243520195803,95.58,0.3157894736842105,25.0,5.0,5.0,0.0,2.0,4.0,4.0,6.0,8.0,0.0,2.0,2.5572000000000012,101.06020000000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEVOLEUCOVORIN,1,0.5,positive_moderate,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Ca+2],511.50800000000027,490.34000000000026,511.1128369919999,4.3199910536191775e-06,1155.5009615412487,225.5,0.3,35.0,6.0,14.0,1.0,2.0,11.0,5.0,15.0,10.0,0.0,3.0,-3.7812999999999963,121.27870000000003,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MELPHALAN,1,0.5,positive_moderate,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,305.2049999999999,287.061,304.074533176,2.706794917935504,392.1346196779266,66.55999999999999,0.46153846153846156,19.0,3.0,4.0,0.0,1.0,3.0,2.0,6.0,8.0,0.0,1.0,1.925,79.41020000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METAMIZOLE,1,0.5,positive_moderate,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,311.36300000000006,294.22700000000003,311.09397702399997,2.588329530830611,805.9321855038761,84.54,0.3076923076923077,21.0,1.0,7.0,0.0,2.0,4.0,1.0,8.0,4.0,0.0,2.0,0.7659199999999999,80.56560000000005,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METHYLPREDNISOLONE,1,0.5,positive_moderate,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,374.47700000000015,344.2370000000001,374.2093240599999,1.7810658643895225,753.8020968349459,94.83,0.7272727272727273,27.0,3.0,5.0,4.0,0.0,5.0,3.0,5.0,2.0,3.0,4.0,1.8036000000000003,99.59540000000004,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDAZOLAM,1,0.5,positive_moderate,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,325.774,312.67,325.078203316,2.0274961737508224,943.1897985853425,30.18,0.1111111111111111,23.0,0.0,3.0,1.0,3.0,2.0,0.0,5.0,1.0,0.0,4.0,4.324220000000002,89.05400000000003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORPHINE,1,0.5,positive_moderate,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,285.343,266.1909999999999,285.136493468,1.8445254467475665,670.2442212037415,52.93000000000001,0.5294117647058824,21.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,0.0,1.0,5.0,1.1981,77.57660000000003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPROXEN,1,0.5,positive_moderate,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,230.26299999999998,216.15099999999995,230.094294308,2.4789644386388336,560.3959195741091,46.53,0.21428571428571427,17.0,1.0,3.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,3.036500000000001,66.55080000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEMTABRUTINIB,1,0.5,positive_moderate,C1CC(OCC1NC2=NC=NC3=C2C(=CN3)C(=O)C4=C(C=C(C=C4)OC5=CC=CC=C5)Cl)CO,478.9360000000002,455.75200000000035,478.14078289599996,1.4014267946656396,1303.026976071674,109.36000000000001,0.24,34.0,3.0,8.0,1.0,4.0,7.0,3.0,9.0,7.0,1.0,5.0,4.586400000000004,128.7597,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REMIFENTANIL,1,0.5,positive_moderate,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,376.45300000000015,348.2290000000001,376.1998219959999,2.26881902206893,653.5957338215269,76.15000000000002,0.55,27.0,0.0,7.0,1.0,1.0,6.0,0.0,7.0,7.0,1.0,2.0,2.0002999999999997,101.27300000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEVOFLURANE,1,0.5,positive_moderate,C(OC(C(F)(F)F)C(F)(F)F)F,200.05299999999997,197.02899999999997,200.007212256,4.451370337553119,121.32225214810833,9.23,1.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,2.4232000000000005,22.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCINYLCHOLINE,1,0.5,positive_moderate,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],361.30999999999995,331.06999999999994,360.1582628,-1.8049990794504856e-06,293.78497669256024,52.60000000000001,0.8571428571428571,22.0,0.0,6.0,0.0,0.0,4.0,0.0,8.0,9.0,0.0,0.0,-5.726600000000004,76.95080000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUFENTANIL,1,0.5,positive_moderate,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,386.5610000000001,356.3210000000001,386.20279919999996,1.735187904680074,694.3675613200569,32.78,0.5,27.0,0.0,4.0,1.0,2.0,4.0,0.0,5.0,8.0,1.0,3.0,4.214800000000004,112.52300000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TECFIDERA,1,0.5,positive_moderate,COC(=O)C=CC(=O)OC,144.12599999999998,136.06199999999998,144.042258736,3.7526030864834103,141.13075145540293,52.60000000000001,0.3333333333333333,10.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,-0.11140000000000017,33.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRANEXAMIC ACID,1,0.5,positive_moderate,C1CC(CCC1CN)C(=O)O,157.21300000000002,142.093,157.11027872,2.297820229194632,139.02748440752183,63.32000000000001,0.875,11.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.8361000000000001,42.1382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREOSULFAN,1,0.5,positive_moderate,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,278.304,264.192,278.013009408,4.049666013861819,356.24447258666214,127.20000000000002,1.0,16.0,2.0,8.0,0.0,0.0,8.0,2.0,10.0,7.0,0.0,0.0,-2.339399999999998,53.60520000000003,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VINBLASTINE,1,0.5,positive_moderate,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,810.9890000000001,752.5250000000003,810.4203794360004,1.3637618830141263,2257.0913930587544,154.1,0.5869565217391305,59.0,3.0,13.0,6.0,3.0,12.0,3.0,13.0,7.0,3.0,9.0,3.990900000000004,220.4282999999994,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VINCRISTINE,1,0.5,positive_moderate,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,824.9720000000002,768.5240000000003,824.3996439920003,1.3790970017416169,2310.1764691569488,171.17000000000002,0.5652173913043478,60.0,3.0,14.0,6.0,3.0,12.0,3.0,14.0,8.0,3.0,9.0,3.517500000000003,220.56829999999945,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOLEDRONIC ACID,1,0.5,positive_moderate,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,272.09,262.00999999999993,271.99632391999995,3.176122132881034,423.35205919507047,153.10999999999999,0.4,16.0,5.0,9.0,0.0,1.0,4.0,5.0,11.0,4.0,0.0,1.0,-1.1154000000000002,51.26500000000002,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABOZANTINIB,0,1.0,negative_high,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,501.51400000000024,477.3220000000003,501.169999088,1.2698894949856234,1468.185545486659,98.78,0.17857142857142858,37.0,2.0,8.0,1.0,4.0,6.0,2.0,9.0,8.0,1.0,5.0,5.5408000000000035,136.68939999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLOZAPINE,0,1.0,negative_high,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,326.8310000000001,307.6790000000001,326.129824288,1.8304332090303406,763.3669443617505,30.869999999999997,0.2777777777777778,23.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,0.0,1.0,4.0,3.7227000000000023,96.44370000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
