bit,bit_shap,center_atom,radius,n_atoms_in_environment,environment_atoms,per_environment_value,per_atom_value,analysis_drug_name,model_label,faers_signal_class,final_rf_prob_positive,selection_reason
1165,-0.001727824454859685,18,1,5,"1,17,18,19,23",-0.001727824454859685,-0.000345564890971937,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1194,0.0005689723995446835,12,2,7,"7,9,11,12,13,14,27",0.0005689723995446835,8.128177136352622e-05,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1257,0.010288897893815202,25,1,2,"15,25",0.010288897893815202,0.005144448946907601,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1274,-0.0010037335420865737,24,1,2,"17,24",-0.0005018667710432868,-0.0002509333855216434,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1274,-0.0010037335420865737,27,1,2,"13,27",-0.0005018667710432868,-0.0002509333855216434,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1292,0.002911179826386414,2,1,3,"1,2,3",0.002911179826386414,0.000970393275462138,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1309,0.0055044039777455865,0,1,2,"0,1",0.0055044039777455865,0.0027522019888727932,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1325,-0.004518782979042075,5,1,3,"4,5,6",-0.004518782979042075,-0.001506260993014025,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1380,-0.0026693734105972095,7,0,1,7,-0.0013346867052986048,-0.0013346867052986048,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1380,-0.0026693734105972095,9,0,1,9,-0.0013346867052986048,-0.0013346867052986048,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1428,0.004000600574007402,8,2,7,"6,7,8,9,10,11,13",0.004000600574007402,0.0005715143677153432,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1436,0.0045786579174403475,17,1,5,"3,16,17,18,24",0.0045786579174403475,0.0009157315834880695,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1448,0.0010335585816196539,3,2,10,"1,2,3,4,5,14,16,17,18,24",0.0010335585816196539,0.00010335585816196539,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1556,0.003828516427507039,2,2,7,"0,1,2,3,4,17,18",0.003828516427507039,0.0005469309182152913,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1609,0.004665704216523124,1,2,8,"0,1,2,3,17,18,19,23",0.004665704216523124,0.0005832130270653905,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1612,0.010367038979806335,21,2,5,"18,19,20,21,22",0.010367038979806335,0.002073407795961267,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1624,-7.63640375006598e-06,7,2,9,"5,6,7,8,9,12,13,14,27",-7.63640375006598e-06,-8.484893055628866e-07,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1664,0.004407811752582747,21,1,3,"19,21,22",0.004407811752582747,0.0014692705841942491,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1738,-0.004699735771393514,6,1,3,"5,6,7",-0.004699735771393514,-0.0015665785904645047,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1774,0.0016615362357828352,14,2,12,"3,4,5,7,12,13,14,15,16,25,26,27",0.0016615362357828352,0.00013846135298190294,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1791,-0.0010626200338714263,13,1,5,"7,12,13,14,27",-0.0010626200338714263,-0.00021252400677428525,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1828,0.002093100812588842,15,2,8,"4,13,14,15,16,17,25,26",0.002093100812588842,0.0002616376015736053,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1873,-0.0018316623187633167,8,0,1,8,-0.0004579155796908292,-0.0004579155796908292,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1873,-0.0018316623187633167,11,0,1,11,-0.0004579155796908292,-0.0004579155796908292,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1873,-0.0018316623187633167,12,0,1,12,-0.0004579155796908292,-0.0004579155796908292,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1873,-0.0018316623187633167,9,2,6,"7,8,9,10,11,12",-0.0004579155796908292,-7.631926328180486e-05,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1909,0.004212732295466905,18,2,12,"0,1,2,3,16,17,18,19,20,21,23,24",0.004212732295466905,0.0003510610246222421,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1917,0.004536170316885408,20,1,2,"19,20",0.004536170316885408,0.002268085158442704,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1928,-0.00037741973617417255,26,0,1,26,-0.00037741973617417255,-0.00037741973617417255,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1975,0.00016768715003645054,16,2,8,"3,14,15,16,17,18,24,25",0.00016768715003645054,2.0960893754556318e-05,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
1997,0.002321666473610719,19,1,4,"18,19,20,21",0.002321666473610719,0.0005804166184026797,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
2021,0.013031918149844158,11,2,6,"8,9,10,11,12,13",0.013031918149844158,0.00217198635830736,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
2026,0.0024494616970374703,1,1,4,"0,1,2,18",0.0024494616970374703,0.0006123654242593676,DEXAMETHASONE,1,positive_high,0.8868869635039245,high_prob_positive
61,0.0014918330168913682,5,2,6,"3,4,5,6,7,14",0.0014918330168913682,0.0002486388361485614,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
80,0.00775022554117129,21,0,1,21,0.00775022554117129,0.00775022554117129,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
84,-0.0007256161785139134,8,1,3,"7,8,9",-0.0007256161785139134,-0.0002418720595046378,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
147,0.0039510212557715,22,1,3,"21,22,23",0.0039510212557715,0.0013170070852571668,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
182,0.005180013794191367,6,2,6,"4,5,6,7,8,13",0.005180013794191367,0.0008633356323652278,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
251,0.020553362691678772,29,1,2,"14,29",0.020553362691678772,0.010276681345839386,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
314,0.0065052745499968295,10,1,2,"9,10",0.0065052745499968295,0.0032526372749984147,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
460,0.0003693206993275374,13,2,11,"4,6,7,8,11,12,13,14,15,29,30",0.0003693206993275374,3.357460902977613e-05,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
504,-0.0033015809731178165,7,1,4,"6,7,8,13",-0.0033015809731178165,-0.0008253952432794541,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
519,0.004912207901953138,3,1,4,"2,3,4,17",0.002456103950976569,0.0006140259877441423,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
519,0.004912207901953138,4,1,4,"3,4,5,14",0.002456103950976569,0.0006140259877441423,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
547,0.019560960479104883,11,1,3,"9,11,12",0.019560960479104883,0.006520320159701627,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
639,0.0011515730175389993,21,2,6,"18,19,20,21,22,23",0.0011515730175389993,0.00019192883625649988,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
650,0.004271197701060032,10,0,1,10,0.0014237325670200106,0.0014237325670200106,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
650,0.004271197701060032,20,0,1,20,0.0014237325670200106,0.0014237325670200106,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
650,0.004271197701060032,24,0,1,24,0.0014237325670200106,0.0014237325670200106,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
679,0.017299444988887646,16,1,3,"15,16,17",0.017299444988887646,0.005766481662962549,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
695,-0.00070806444627962,22,0,1,22,-0.00070806444627962,-0.00070806444627962,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
748,0.0008419680411498507,14,1,5,"4,13,14,15,29",0.0008419680411498507,0.00016839360822997013,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
760,0.005965102307624243,15,1,4,"14,15,16,28",0.005965102307624243,0.0014912755769060607,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
787,0.010832124256978817,12,1,3,"11,12,13",0.010832124256978817,0.0036107080856596055,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
807,0.002954137011224849,19,0,1,19,0.0007385342528062123,0.0007385342528062123,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
807,0.002954137011224849,23,0,1,23,0.0007385342528062123,0.0007385342528062123,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
807,0.002954137011224849,26,0,1,26,0.0007385342528062123,0.0007385342528062123,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
807,0.002954137011224849,28,0,1,28,0.0007385342528062123,0.0007385342528062123,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
846,0.001313015224227611,23,2,5,"21,22,23,24,25",0.001313015224227611,0.0002626030448455222,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
926,-0.0037100582467612946,2,0,1,2,-0.0009275145616903236,-0.0009275145616903236,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
926,-0.0037100582467612946,5,0,1,5,-0.0009275145616903236,-0.0009275145616903236,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
926,-0.0037100582467612946,6,0,1,6,-0.0009275145616903236,-0.0009275145616903236,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
926,-0.0037100582467612946,16,0,1,16,-0.0009275145616903236,-0.0009275145616903236,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
967,-0.00023792483550831676,9,1,4,"8,9,10,11",-0.00023792483550831676,-5.948120887707919e-05,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1017,-0.0024746693918870333,25,1,2,"23,25",-0.0024746693918870333,-0.0012373346959435167,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1019,0.003595906140673232,1,0,1,1,0.000898976535168308,0.000898976535168308,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1019,0.003595906140673232,3,0,1,3,0.000898976535168308,0.000898976535168308,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1019,0.003595906140673232,4,0,1,4,0.000898976535168308,0.000898976535168308,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1019,0.003595906140673232,15,0,1,15,0.000898976535168308,0.000898976535168308,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1020,0.0006211696103050796,17,2,11,"1,2,3,4,15,16,17,18,19,26,27",0.0006211696103050796,5.6469964573189053e-05,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1035,0.009491240938446359,23,1,4,"22,23,24,25",0.009491240938446359,0.0023728102346115896,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1042,0.005524290263201937,4,2,10,"2,3,4,5,6,13,14,15,17,29",0.005524290263201937,0.0005524290263201938,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1057,-8.94292547827714e-06,0,0,1,0,-2.235731369569285e-06,-2.235731369569285e-06,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1057,-8.94292547827714e-06,25,0,1,25,-2.235731369569285e-06,-2.235731369569285e-06,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1057,-8.94292547827714e-06,27,0,1,27,-2.235731369569285e-06,-2.235731369569285e-06,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1057,-8.94292547827714e-06,30,0,1,30,-2.235731369569285e-06,-2.235731369569285e-06,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1060,-0.0027807739899697896,13,0,1,13,-0.0006951934974924474,-0.0006951934974924474,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1060,-0.0027807739899697896,14,0,1,14,-0.0006951934974924474,-0.0006951934974924474,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1060,-0.0027807739899697896,17,0,1,17,-0.0006951934974924474,-0.0006951934974924474,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1060,-0.0027807739899697896,18,0,1,18,-0.0006951934974924474,-0.0006951934974924474,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1154,0.0015729349548528314,26,1,2,"18,26",0.0015729349548528314,0.0007864674774264157,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1165,-0.001590093459132217,18,1,5,"1,17,18,19,26",-0.001590093459132217,-0.0003180186918264434,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1194,0.0005689723995446835,12,2,7,"7,9,11,12,13,14,30",0.0005689723995446835,8.128177136352622e-05,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1257,0.01062083567936377,28,1,2,"15,28",0.01062083567936377,0.005310417839681885,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1274,-0.0006099616032356874,27,1,2,"17,27",-0.0003049808016178437,-0.00015249040080892186,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1274,-0.0006099616032356874,30,1,2,"13,30",-0.0003049808016178437,-0.00015249040080892186,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1292,0.004005004625663258,2,1,3,"1,2,3",0.004005004625663258,0.0013350015418877525,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1309,0.005754650090371328,0,1,2,"0,1",0.005754650090371328,0.002877325045185664,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1325,-0.004381932387649977,5,1,3,"4,5,6",-0.004381932387649977,-0.001460644129216659,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1380,-0.003040828554393668,7,0,1,7,-0.001520414277196834,-0.001520414277196834,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1380,-0.003040828554393668,9,0,1,9,-0.001520414277196834,-0.001520414277196834,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1428,0.004000600574007402,8,2,7,"6,7,8,9,10,11,13",0.004000600574007402,0.0005715143677153432,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1436,0.004163793045783408,17,1,5,"3,16,17,18,27",0.004163793045783408,0.0008327586091566817,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1448,0.0010335585816196539,3,2,10,"1,2,3,4,5,14,16,17,18,27",0.0010335585816196539,0.00010335585816196539,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1556,0.003828516427507039,2,2,7,"0,1,2,3,4,17,18",0.003828516427507039,0.0005469309182152913,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1609,0.004137653334228196,1,2,8,"0,1,2,3,17,18,19,26",0.004137653334228196,0.0005172066667785245,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1624,0.00018558624201037545,7,2,9,"5,6,7,8,9,12,13,14,30",0.00018558624201037545,2.0620693556708384e-05,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1738,-0.004772069233245959,6,1,3,"5,6,7",-0.004772069233245959,-0.0015906897444153197,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1774,0.0016615362357828352,14,2,12,"3,4,5,7,12,13,14,15,16,28,29,30",0.0016615362357828352,0.00013846135298190294,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1791,-0.001585785329962221,13,1,5,"7,12,13,14,30",-0.001585785329962221,-0.00031715706599244424,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1828,0.002056661326288864,15,2,8,"4,13,14,15,16,17,28,29",0.002056661326288864,0.000257082665786108,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1873,-0.0015571000508188017,8,0,1,8,-0.0003892750127047004,-0.0003892750127047004,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1873,-0.0015571000508188017,11,0,1,11,-0.0003892750127047004,-0.0003892750127047004,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1873,-0.0015571000508188017,12,0,1,12,-0.0003892750127047004,-0.0003892750127047004,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1873,-0.0015571000508188017,9,2,6,"7,8,9,10,11,12",-0.0003892750127047004,-6.487916878411674e-05,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1909,0.004306828543394953,18,2,12,"0,1,2,3,16,17,18,19,20,21,26,27",0.004306828543394953,0.0003589023786162461,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1917,0.004173877665157663,20,1,2,"19,20",0.0020869388325788314,0.0010434694162894157,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1917,0.004173877665157663,24,1,2,"23,24",0.0020869388325788314,0.0010434694162894157,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1928,-0.0007140054047703179,29,0,1,29,-0.0007140054047703179,-0.0007140054047703179,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1975,0.00016768715003645054,16,2,8,"3,14,15,16,17,18,27,28",0.00016768715003645054,2.0960893754556318e-05,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
1997,0.0017195431908529262,19,1,4,"18,19,20,21",0.0017195431908529262,0.00042988579771323154,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
2004,-0.0008680678145251362,21,1,3,"19,21,22",-0.0008680678145251362,-0.0002893559381750454,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
2021,0.013632997687304403,11,2,6,"8,9,10,11,12,13",0.013632997687304403,0.0022721662812174004,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
2026,0.002450353451962977,1,1,4,"0,1,2,18",0.002450353451962977,0.0006125883629907443,DEXAMETHASONE ACETATE,1,positive_moderate,0.8687106940027657,high_prob_positive
5,0.019627135914525792,16,1,4,"13,15,16,17",0.019627135914525792,0.004906783978631448,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
80,0.009007482816632943,10,0,1,10,0.009007482816632943,0.009007482816632943,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
89,0.0006394035590271476,11,2,8,"9,10,11,12,13,31,32,33",0.0006394035590271476,7.992544487839345e-05,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
116,0.0008230742854943592,9,0,1,9,0.0008230742854943592,0.0008230742854943592,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
232,0.0018486264728588533,12,2,10,"10,11,12,13,14,16,32,33,34,35",0.0018486264728588533,0.00018486264728588534,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
233,0.003928132140542622,15,1,4,"14,15,16,18",0.003928132140542622,0.0009820330351356554,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
314,0.0076346318135702565,5,1,2,"4,5",0.0025448772711900857,0.0012724386355950428,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
314,0.0076346318135702565,7,1,2,"6,7",0.0025448772711900857,0.0012724386355950428,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
314,0.0076346318135702565,17,1,2,"16,17",0.0025448772711900857,0.0012724386355950428,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
329,0.0013467560084561027,10,2,6,"2,9,10,11,12,32",0.0013467560084561027,0.00022445933474268378,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
341,0.0009063417983536925,9,1,3,"2,9,10",0.0009063417983536925,0.0003021139327845642,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
378,-0.008626849809760044,3,0,1,3,-0.004313424904880022,-0.004313424904880022,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
378,-0.008626849809760044,29,0,1,29,-0.004313424904880022,-0.004313424904880022,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
387,0.01893188686598202,18,1,3,"15,18,19",0.01893188686598202,0.00631062895532734,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
389,0.002389486773062401,35,1,2,"33,35",0.002389486773062401,0.0011947433865312006,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
415,0.00038834111849235054,3,2,7,"1,2,3,4,5,6,9",0.00038834111849235054,5.547730264176436e-05,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
431,0.0027103578210945244,22,1,3,"21,22,23",0.0027103578210945244,0.0009034526070315082,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
440,-0.005837864598487665,19,2,7,"15,18,19,20,21,22,25",-0.005837864598487665,-0.0008339806569268093,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
456,-0.003716319931786955,33,1,4,"12,33,34,35",-0.003716319931786955,-0.0009290799829467387,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
470,0.004132517618454717,12,1,4,"11,12,13,33",0.004132517618454717,0.0010331294046136792,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
547,0.015134893383580391,23,2,4,"21,22,23,24",0.015134893383580391,0.003783723345895098,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
552,0.00019835317407036513,26,1,3,"25,26,27",0.00019835317407036513,6.61177246901217e-05,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
650,0.003082208453528997,5,0,1,5,0.0006164416907057993,0.0006164416907057993,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
650,0.003082208453528997,7,0,1,7,0.0006164416907057993,0.0006164416907057993,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
650,0.003082208453528997,17,0,1,17,0.0006164416907057993,0.0006164416907057993,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
650,0.003082208453528997,20,0,1,20,0.0006164416907057993,0.0006164416907057993,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
650,0.003082208453528997,34,0,1,34,0.0006164416907057993,0.0006164416907057993,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
653,0.0027504988369915426,21,1,4,"19,21,22,25",0.0027504988369915426,0.0006876247092478856,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
675,0.0026386934749776927,27,0,1,27,0.0013193467374888464,0.0013193467374888464,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
675,0.0026386934749776927,31,0,1,31,0.0013193467374888464,0.0013193467374888464,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
695,-7.503587280625738e-05,23,0,1,23,-7.503587280625738e-05,-7.503587280625738e-05,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
698,0.007634787295373038,13,2,9,"11,12,13,14,15,16,17,31,33",0.007634787295373038,0.0008483096994858931,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
725,0.002294636593881945,22,0,1,22,0.002294636593881945,0.002294636593881945,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
747,-0.0058318477611592505,2,1,4,"1,2,3,9",-0.0058318477611592505,-0.0014579619402898126,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
750,0.013673330886345345,6,1,4,"4,6,7,8",0.013673330886345345,0.0034183327215863363,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
753,0.0030658490418492275,15,2,8,"13,14,15,16,17,18,19,31",0.0030658490418492275,0.00038323113023115343,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
762,0.004761139875721569,10,1,3,"9,10,11",0.004761139875721569,0.0015870466252405231,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
792,0.0028602771844834706,18,2,7,"14,15,16,18,19,20,21",0.0028602771844834706,0.0004086110263547815,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
807,0.0031236816172207083,19,0,1,19,0.0007809204043051771,0.0007809204043051771,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
807,0.0031236816172207083,21,0,1,21,0.0007809204043051771,0.0007809204043051771,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
807,0.0031236816172207083,33,0,1,33,0.0007809204043051771,0.0007809204043051771,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
807,0.0031236816172207083,35,0,1,35,0.0007809204043051771,0.0007809204043051771,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
841,-0.0054153465105748425,24,1,2,"23,24",-0.0054153465105748425,-0.0027076732552874213,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
850,-0.006167869072919145,2,2,8,"0,1,2,3,4,8,9,10",-0.006167869072919145,-0.0007709836341148931,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
859,0.006268161078641608,32,1,3,"11,31,32",0.006268161078641608,0.0020893870262138695,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
872,0.0023629687431179895,11,1,4,"10,11,12,32",0.0023629687431179895,0.0005907421857794974,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
882,0.007355638258855565,32,2,6,"10,11,12,14,31,32",0.007355638258855565,0.0012259397098092607,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
926,-0.0017176401806378422,32,0,1,32,-0.0017176401806378422,-0.0017176401806378422,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
935,-0.0029349747231492236,1,0,1,1,-0.0014674873615746118,-0.0014674873615746118,CEFTRIAXONE,1,positive_high,0.8538642997942378,high_prob_positive
