scenario,split_type,threshold_type,metric,n,mean,sd,median,q025,q975
exclude_core_treatment_all,random,train_youden,specificity,100,0.715492237742479,0.1862390193346845,0.7352941176470589,0.29015625,1.0
exclude_core_treatment_all,random,train_youden,precision,100,0.7134597020882357,0.14044562979702754,0.7142857142857143,0.4899038461538462,1.0
exclude_core_treatment_all,random,train_youden,f1,100,0.663725677289476,0.10506422489883496,0.6719553493039008,0.4301948051948052,0.817364905889496
exclude_core_treatment_all,random,train_youden,mcc,100,0.3852491960466453,0.1846392423027868,0.3972654077494369,0.05576193035034483,0.6535835667875965
exclude_core_treatment_all,random,train_youden,brier,100,0.21993160989875057,0.017366410271713616,0.22061521813170715,0.18689921125325876,0.25451857772744196
exclude_core_treatment_all,scaffold,fixed_0.5,roc_auc,99,0.6870424265449515,0.15700952336370064,0.6983471074380165,0.3717387451258419,0.9276039178213091
exclude_core_treatment_all,scaffold,fixed_0.5,pr_auc,99,0.7127800547612527,0.17882271910530056,0.7417593576387556,0.32026821862348176,0.941118929927664
exclude_core_treatment_all,scaffold,fixed_0.5,balanced_accuracy,99,0.6308250720150267,0.1246912625065077,0.6346153846153846,0.3461473429951691,0.8270624303232998
exclude_core_treatment_all,scaffold,fixed_0.5,accuracy,99,0.6166471054287438,0.13018590122866167,0.6097560975609756,0.36850393700787404,0.8573809523809522
exclude_core_treatment_all,scaffold,fixed_0.5,sensitivity,99,0.6308171177843428,0.23202004339327206,0.6666666666666666,0.0,1.0
exclude_core_treatment_all,scaffold,fixed_0.5,specificity,99,0.6308330262457108,0.23532415429480563,0.6363636363636365,0.1328571428571429,1.0
exclude_core_treatment_all,scaffold,fixed_0.5,precision,99,0.6142132940049189,0.23999219139099162,0.6250000000000001,0.0,1.0
exclude_core_treatment_all,scaffold,fixed_0.5,f1,99,0.5839987314900825,0.18089852148062416,0.6060606060606061,0.0,0.8302341597796142
exclude_core_treatment_all,scaffold,fixed_0.5,mcc,99,0.27603567709258564,0.2472738692185715,0.27442805243167256,-0.26603036132398605,0.6848269068022441
exclude_core_treatment_all,scaffold,fixed_0.5,brier,99,0.23413541873117313,0.027047716518351552,0.23267007442261767,0.1863739330768085,0.2932641734478749
exclude_core_treatment_all,scaffold,train_youden,roc_auc,99,0.6870424265449515,0.15700952336370064,0.6983471074380165,0.3717387451258419,0.9276039178213091
exclude_core_treatment_all,scaffold,train_youden,pr_auc,99,0.7127800547612527,0.17882271910530056,0.7417593576387556,0.32026821862348176,0.941118929927664
exclude_core_treatment_all,scaffold,train_youden,balanced_accuracy,99,0.6349777536666042,0.1213706884239354,0.6346153846153846,0.3637073996265173,0.8204565901934322
exclude_core_treatment_all,scaffold,train_youden,accuracy,99,0.646362320629783,0.11794348747296562,0.640625,0.3721182878455983,0.8506045519203413
exclude_core_treatment_all,scaffold,train_youden,sensitivity,99,0.5867795603280067,0.252929676670113,0.6153846153846154,0.0,1.0
exclude_core_treatment_all,scaffold,train_youden,specificity,99,0.6831759470052021,0.21694701185662385,0.7,0.2006129032258065,1.0
exclude_core_treatment_all,scaffold,train_youden,precision,99,0.6223156925933225,0.25127155665328715,0.6481481481481483,0.0,1.0
exclude_core_treatment_all,scaffold,train_youden,f1,99,0.5734494230727084,0.20721890658413603,0.6310679611650485,0.0,0.8557588320115357
exclude_core_treatment_all,scaffold,train_youden,mcc,99,0.28534130896784293,0.25134578276871367,0.32112723513101077,-0.2816873096991762,0.6513389472789298
exclude_core_treatment_all,scaffold,train_youden,brier,99,0.23413541873117313,0.027047716518351552,0.23267007442261767,0.1863739330768085,0.2932641734478749
exclude_core_treatment_positive_only,random,fixed_0.5,roc_auc,100,0.7376586007481627,0.09541083328910673,0.7431899641577061,0.56005355276907,0.8932291666666666
exclude_core_treatment_positive_only,random,fixed_0.5,pr_auc,100,0.7653919057805604,0.09174002900332386,0.7696951325747865,0.5968850108743534,0.9115626557754677
exclude_core_treatment_positive_only,random,fixed_0.5,balanced_accuracy,100,0.6727267507468649,0.09422644609706839,0.6797080607564479,0.49318181818181817,0.8565603514132925
exclude_core_treatment_positive_only,random,fixed_0.5,accuracy,100,0.6713996582083839,0.09332266080057189,0.6795384064885496,0.49395750988142295,0.8539570607258353
exclude_core_treatment_positive_only,random,fixed_0.5,sensitivity,100,0.7219477189477189,0.15011035714566714,0.75,0.4166666666666667,0.9634615384615378
exclude_core_treatment_positive_only,random,fixed_0.5,specificity,100,0.6235057825460113,0.16704799537681256,0.6216216216216217,0.31231671554252205,0.9580882352941169
exclude_core_treatment_positive_only,random,fixed_0.5,precision,100,0.6593590555138181,0.11643641607650942,0.6470588235294119,0.48687539531941815,0.9532786885245893
exclude_core_treatment_positive_only,random,fixed_0.5,f1,100,0.6787764739083234,0.09995963241333129,0.6976744186046513,0.4670161642638707,0.8475729105500097
exclude_core_treatment_positive_only,random,fixed_0.5,mcc,100,0.3565439829837186,0.1926700783407223,0.37626803048761387,-0.013730300661787622,0.7138710396898387
exclude_core_treatment_positive_only,random,fixed_0.5,brier,100,0.21993160989875057,0.017366410271713612,0.22061521813170715,0.18689921125325876,0.25451857772744196
exclude_core_treatment_positive_only,random,train_youden,roc_auc,100,0.7376586007481627,0.09541083328910673,0.7431899641577061,0.56005355276907,0.8932291666666666
exclude_core_treatment_positive_only,random,train_youden,pr_auc,100,0.7653919057805604,0.09174002900332386,0.7696951325747865,0.5968850108743534,0.9115626557754677
exclude_core_treatment_positive_only,random,train_youden,balanced_accuracy,100,0.6847571286947494,0.09016146507926057,0.6920424403183023,0.5213168551878229,0.8222776610644257
exclude_core_treatment_positive_only,random,train_youden,accuracy,100,0.6844377148447229,0.09050067241551513,0.6925433806576872,0.5142951497087116,0.8202728713768115
exclude_core_treatment_positive_only,random,train_youden,sensitivity,100,0.6540220196470196,0.16156367271021832,0.6794871794871795,0.3333333333333333,0.9166666666666666
exclude_core_treatment_positive_only,random,train_youden,specificity,100,0.715492237742479,0.1862390193346845,0.7352941176470589,0.29015625,1.0
exclude_core_treatment_positive_only,random,train_youden,precision,100,0.7134597020882357,0.14044562979702754,0.7142857142857143,0.4899038461538462,1.0
