scenario,bit,importance,pos_freq,neg_freq,pos_minus_neg_freq,n_on,n_pos_on,n_neg_on,example_positive_drugs,example_negative_drugs,bitinfo_examples
main_all_labels,545,0.0013550123918832984,0.06779661029577255,0.021276595070958138,0.046520017087459564,5,4,1,APREPITANT | EPHEDRINE | VINBLASTINE | VINCRISTINE,PSEUDOEPHEDRINE,"APREPITANT:((29, 2),) | EPHEDRINE:((1, 2),) | VINBLASTINE:((3, 2),) | VINCRISTINE:((3, 2),) | PSEUDOEPHEDRINE:((1, 2),)"
main_all_labels,1597,0.0013495186525242402,0.050847455859184265,0.021276595070958138,0.029570860788226128,4,3,1,DICLOFENAC | DOXORUBICIN | LABETALOL,RIOCIGUAT,"DICLOFENAC:((5, 2),) | DOXORUBICIN:((17, 2),) | LABETALOL:((3, 2),) | RIOCIGUAT:((20, 2),)"
no_negative_expanded,1452,0.03177833784584446,0.11864406615495682,0.5714285969734192,-0.45278453826904297,15,7,8,ONDANSETRON | BORTEZOMIB | DEXCHLORPHENIRAMINE | ENCORAFENIB | FLUDARABINE | MIDAZOLAM | NEMTABRUTINIB,CABOZANTINIB | PALBOCICLIB | PIMAVANSERIN | ABEMACICLIB | APREMILAST | AZATHIOPRINE | IBRUTINIB | TREPROSTINIL,"ONDANSETRON:((2, 1),) | BORTEZOMIB:((21, 1),) | DEXCHLORPHENIRAMINE:((18, 1),) | ENCORAFENIB:((24, 1),) | FLUDARABINE:((1, 1),) | MIDAZOLAM:((2, 1),) | NEMTABRUTINIB:((8, 1), (10, 1)) | CABOZANTINIB:((8, 1),) | PALBOCICLIB:((9, 1), (14, 1)) | PIMAVANSERIN:((4, 1),)"
no_negative_expanded,1236,0.018756163793103586,0.033898305147886276,0.2857142984867096,-0.2518160045146942,6,2,4,HYDROMORPHONE | MORPHINE,CLOZAPINE | PIMAVANSERIN | OLANZAPINE | TREPROSTINIL,"HYDROMORPHONE:((8, 1),) | MORPHINE:((8, 1),) | CLOZAPINE:((1, 2),) | PIMAVANSERIN:((27, 2),) | OLANZAPINE:((18, 2),) | TREPROSTINIL:((14, 1),)"
no_negative_expanded,102,0.018078116782047578,0.0,0.2142857164144516,-0.2142857164144516,3,0,3,,CLOZAPINE | PIMAVANSERIN | OLANZAPINE,"CLOZAPINE:((10, 2),) | PIMAVANSERIN:((5, 2),) | OLANZAPINE:((7, 2),)"
no_negative_expanded,378,0.01731148932264225,0.2542372941970825,0.7142857313156128,-0.4600484371185303,25,15,10,CEFTRIAXONE | ONDANSETRON | APREPITANT | BENDAMUSTINE | BORTEZOMIB | CEFAZOLIN | CYTARABINE | DEXCHLORPHENIRAMINE | ENCORAFENIB | FAMOTIDINE | FLUDARABINE | LEVOLEUCOVORIN | MIDAZOLAM | NEMTABRUTINIB | ZOLEDRONIC ACID,CABOZANTINIB | CLOZAPINE | PALBOCICLIB | RELUGOLIX | ABEMACICLIB | ALPRAZOLAM | AZATHIOPRINE | IBRUTINIB | OLANZAPINE | QUETIAPINE,"CEFTRIAXONE:((3, 0), (29, 0)) | ONDANSETRON:((2, 0),) | APREPITANT:((25, 0),) | BENDAMUSTINE:((15, 0),) | BORTEZOMIB:((21, 0), (24, 0)) | CEFAZOLIN:((2, 0), (3, 0), (21, 0)) | CYTARABINE:((5, 0),) | DEXCHLORPHENIRAMINE:((18, 0),) | ENCORAFENIB:((7, 0), (22, 0), (24, 0)) | FAMOTIDINE:((2, 0),)"
no_negative_expanded,984,0.01720710771681934,0.050847455859184265,0.2857142984867096,-0.23486684262752533,7,3,4,AZITHROMYCIN | DOXORUBICIN | MIDAZOLAM,CLOZAPINE | POMALIDOMIDE | APREMILAST | QUETIAPINE,"AZITHROMYCIN:((9, 2),) | DOXORUBICIN:((28, 2),) | MIDAZOLAM:((17, 2),) | CLOZAPINE:((21, 2),) | POMALIDOMIDE:((18, 2),) | APREMILAST:((25, 2),) | QUETIAPINE:((25, 2),)"
no_negative_expanded,1160,0.016789344227557707,0.0,0.2857142984867096,-0.2857142984867096,4,0,4,,RELUGOLIX | ABEMACICLIB | ALPRAZOLAM | IBRUTINIB,"RELUGOLIX:((32, 1),) | ABEMACICLIB:((22, 1),) | ALPRAZOLAM:((16, 1),) | IBRUTINIB:((19, 1),)"
no_negative_expanded,588,0.016559175184121394,0.0,0.2142857164144516,-0.2142857164144516,3,0,3,,CLOZAPINE | OLANZAPINE | QUETIAPINE,"CLOZAPINE:((4, 2),) | OLANZAPINE:((15, 2),) | QUETIAPINE:((2, 2),)"
no_negative_expanded,935,0.016387379582883232,0.4067796468734741,0.8571428656578064,-0.4503632187843323,36,24,12,AMOXICILLIN | CEFTRIAXONE | CEFUROXIME | ONDANSETRON | ROCURONIUM | APREPITANT | AZITHROMYCIN | BENDAMUSTINE | CEFAZOLIN | CYTARABINE | DROPERIDOL | ENCORAFENIB | FLUDARABINE | HYDROMORPHONE | IFOSFAMIDE | LEVOLEUCOVORIN | METAMIZOLE | MIDAZOLAM | MORPHINE | REMIFENTANIL,CLOZAPINE | PALBOCICLIB | PIMAVANSERIN | POMALIDOMIDE | RELUGOLIX | ABEMACICLIB | ALPRAZOLAM | APREMILAST | AZATHIOPRINE | IBRUTINIB | OLANZAPINE | QUETIAPINE,"AMOXICILLIN:((3, 0),) | CEFTRIAXONE:((1, 0), (13, 0)) | CEFUROXIME:((14, 0),) | ONDANSETRON:((5, 0), (20, 0)) | ROCURONIUM:((22, 0),) | APREPITANT:((19, 0),) | AZITHROMYCIN:((6, 0),) | BENDAMUSTINE:((1, 0),) | CEFAZOLIN:((10, 0), (19, 0)) | CYTARABINE:((2, 0),)"
no_negative_expanded,352,0.015164892901667434,0.06779661029577255,0.4285714328289032,-0.36077481508255005,10,4,6,PACLITAXEL | DOXORUBICIN | ENCORAFENIB | MIDAZOLAM,CLOZAPINE | POMALIDOMIDE | ALPRAZOLAM | APREMILAST | OLANZAPINE | QUETIAPINE,"PACLITAXEL:((42, 2),) | DOXORUBICIN:((21, 1),) | ENCORAFENIB:((5, 1), (8, 1)) | MIDAZOLAM:((7, 1), (16, 1)) | CLOZAPINE:((22, 1),) | POMALIDOMIDE:((11, 1),) | ALPRAZOLAM:((7, 1),) | APREMILAST:((18, 1),) | OLANZAPINE:((3, 1),) | QUETIAPINE:((26, 1),)"
no_negative_expanded,407,0.015158865159608976,0.016949152573943138,0.2857142984867096,-0.2687651515007019,5,1,4,METAMIZOLE,CLOZAPINE | PALBOCICLIB | OLANZAPINE | QUETIAPINE,"METAMIZOLE:((2, 1),) | CLOZAPINE:((4, 1),) | PALBOCICLIB:((19, 1),) | OLANZAPINE:((15, 1),) | QUETIAPINE:((2, 1),)"
no_negative_expanded,1480,0.01456326793665762,0.16949152946472168,0.5,-0.3305084705352783,17,10,7,ROCURONIUM | APREPITANT | DROPERIDOL | HYDROMORPHONE | IFOSFAMIDE | MORPHINE | REMIFENTANIL | SUFENTANIL | VINBLASTINE | VINCRISTINE,CLOZAPINE | PALBOCICLIB | PIMAVANSERIN | ABEMACICLIB | IBRUTINIB | OLANZAPINE | QUETIAPINE,"ROCURONIUM:((23, 1), (27, 1)) | APREPITANT:((20, 1),) | DROPERIDOL:((1, 1),) | HYDROMORPHONE:((2, 1),) | IFOSFAMIDE:((1, 1),) | MORPHINE:((2, 1),) | REMIFENTANIL:((13, 1), (15, 1)) | SUFENTANIL:((13, 1), (15, 1)) | VINBLASTINE:((10, 1), (29, 1)) | VINCRISTINE:((10, 1), (29, 1))"
no_negative_expanded,193,0.01407502510136975,0.016949152573943138,0.2857142984867096,-0.2687651515007019,5,1,4,NEMTABRUTINIB,CABOZANTINIB | PIMAVANSERIN | RELUGOLIX | IBRUTINIB,"NEMTABRUTINIB:((25, 2),) | CABOZANTINIB:((15, 2),) | PIMAVANSERIN:((13, 1),) | RELUGOLIX:((9, 2),) | IBRUTINIB:((22, 2), (26, 2))"
no_negative_expanded,1582,0.013933172199746578,0.016949152573943138,0.2142857164144516,-0.1973365694284439,4,1,3,ENCORAFENIB,PALBOCICLIB | POMALIDOMIDE | ABEMACICLIB,"ENCORAFENIB:((23, 1),) | PALBOCICLIB:((8, 1),) | POMALIDOMIDE:((9, 2),) | ABEMACICLIB:((16, 1),)"
no_negative_expanded,207,0.013546845100418582,0.0,0.2142857164144516,-0.2142857164144516,3,0,3,,CLOZAPINE | PIMAVANSERIN | OLANZAPINE,"CLOZAPINE:((1, 1),) | PIMAVANSERIN:((27, 1),) | OLANZAPINE:((18, 1),)"
no_negative_expanded,322,0.013300288749329701,0.033898305147886276,0.2142857164144516,-0.18038740754127502,5,2,3,NAPROXEN | NEMTABRUTINIB,CABOZANTINIB | PIMAVANSERIN | IBRUTINIB,"NAPROXEN:((9, 1), (5, 2), (4, 2)) | NEMTABRUTINIB:((21, 1), (25, 1)) | CABOZANTINIB:((15, 1),) | PIMAVANSERIN:((5, 1),) | IBRUTINIB:((22, 1), (26, 1))"
no_negative_expanded,1993,0.011217731488007435,0.033898305147886276,0.2857142984867096,-0.2518160045146942,6,2,4,DROPERIDOL | MIDAZOLAM,PALBOCICLIB | RELUGOLIX | ALPRAZOLAM | IBRUTINIB,"DROPERIDOL:((6, 1),) | MIDAZOLAM:((5, 1),) | PALBOCICLIB:((26, 2), (29, 2)) | RELUGOLIX:((11, 1),) | ALPRAZOLAM:((5, 1),) | IBRUTINIB:((7, 2),)"
no_negative_expanded,875,0.01108462258546204,0.18644067645072937,0.4285714328289032,-0.24213075637817383,17,11,6,ALBUTEROL | APREPITANT | BENDAMUSTINE | ENCORAFENIB | ETOPOSIDE | LABETALOL | MIDAZOLAM | NAPROXEN | NEMTABRUTINIB | VINBLASTINE | VINCRISTINE,CABOZANTINIB | CLOZAPINE | ABEMACICLIB | ALPRAZOLAM | APREMILAST | OLANZAPINE,"ALBUTEROL:((8, 1),) | APREPITANT:((3, 1), (5, 1), (7, 1)) | BENDAMUSTINE:((4, 1),) | ENCORAFENIB:((11, 1), (13, 1)) | ETOPOSIDE:((21, 1), (24, 1), (30, 1)) | LABETALOL:((14, 1),) | MIDAZOLAM:((8, 1),) | NAPROXEN:((3, 1), (8, 1)) | NEMTABRUTINIB:((20, 1),) | VINBLASTINE:((23, 1), (26, 1))"
no_negative_expanded,807,0.010081641730165224,0.8474576473236084,0.5714285969734192,0.2760290503501892,58,50,8,ACETAMINOPHEN | AMOXICILLIN | CEFTRIAXONE | CEFUROXIME | DEXAMETHASONE | DICLOFENAC | IOPROMIDE | LIDOCAINE | PACLITAXEL | PROPOFOL | ROCURONIUM | ALBUTEROL | AZITHROMYCIN | BENDAMUSTINE | BORTEZOMIB | BUDESONIDE | CEFAZOLIN | CHLORHEXIDINE GLUCONATE | CYTARABINE | DEXAMETHASONE ACETATE,CABOZANTINIB | PALBOCICLIB | PIMAVANSERIN | RELUGOLIX | APREMILAST | IBRUTINIB | QUETIAPINE | TREPROSTINIL,"ACETAMINOPHEN:((1, 0), (10, 0)) | AMOXICILLIN:((10, 0), (19, 0), (21, 0)) | CEFTRIAXONE:((19, 0), (21, 0), (33, 0)) | CEFUROXIME:((3, 0), (9, 0), (23, 0)) | DEXAMETHASONE:((19, 0), (22, 0), (23, 0)) | DICLOFENAC:((7, 0), (9, 0)) | IOPROMIDE:((5, 0), (6, 0), (7, 0)) | LIDOCAINE:((6, 0),) | PACLITAXEL:((20, 0), (31, 0), (39, 0)) | PROPOFOL:((12, 0),)"
no_negative_expanded,74,0.010017037977283892,0.033898305147886276,0.2142857164144516,-0.18038740754127502,5,2,3,APREPITANT | DIPHENHYDRAMINE,CLOZAPINE | ABEMACICLIB | QUETIAPINE,"APREPITANT:((26, 1),) | DIPHENHYDRAMINE:((6, 2),) | CLOZAPINE:((11, 2),) | ABEMACICLIB:((4, 2), (3, 2), (7, 2)) | QUETIAPINE:((0, 2), (4, 2))"
no_negative_expanded,507,0.00995526186515054,0.016949152573943138,0.2142857164144516,-0.1973365694284439,4,1,3,SUFENTANIL,PIMAVANSERIN | RELUGOLIX | ABEMACICLIB,"SUFENTANIL:((19, 2),) | PIMAVANSERIN:((16, 1),) | RELUGOLIX:((3, 1),) | ABEMACICLIB:((2, 2),)"
no_negative_expanded,80,0.009720734320654114,0.7627118825912476,0.4285714328289032,0.33414044976234436,51,45,6,CEFTRIAXONE | CEFUROXIME | DEXAMETHASONE | DICLOFENAC | IOPROMIDE | LIDOCAINE | ONDANSETRON | ROCURONIUM | ALBUTEROL | APREPITANT | AZITHROMYCIN | BENDAMUSTINE | BORTEZOMIB | BUDESONIDE | CEFAZOLIN | CHLORHEXIDINE GLUCONATE | CYCLOPHOSPHAMIDE | CYTARABINE | DEXAMETHASONE ACETATE | DEXCHLORPHENIRAMINE,PIMAVANSERIN | RELUGOLIX | ABEMACICLIB | APREMILAST | QUETIAPINE | TREPROSTINIL,"CEFTRIAXONE:((10, 0),) | CEFUROXIME:((21, 0),) | DEXAMETHASONE:((21, 0),) | DICLOFENAC:((6, 0),) | IOPROMIDE:((2, 0), (4, 0), (19, 0)) | LIDOCAINE:((1, 0), (3, 0), (5, 0)) | ONDANSETRON:((6, 0),) | ROCURONIUM:((35, 0),) | ALBUTEROL:((5, 0), (14, 0)) | APREPITANT:((23, 0),)"
no_negative_expanded,1508,0.009536399910094584,0.06779661029577255,0.2857142984867096,-0.21791768074035645,8,4,4,CEFTRIAXONE | CEFUROXIME | PACLITAXEL | CEFAZOLIN,CLOZAPINE | POMALIDOMIDE | OLANZAPINE | QUETIAPINE,"CEFTRIAXONE:((16, 2),) | CEFUROXIME:((15, 2),) | PACLITAXEL:((6, 1),) | CEFAZOLIN:((13, 2),) | CLOZAPINE:((3, 2), (5, 2)) | POMALIDOMIDE:((15, 2),) | OLANZAPINE:((16, 2), (20, 2)) | QUETIAPINE:((3, 2), (1, 2))"
no_negative_expanded,1970,0.009414680350256362,0.06779661029577255,0.2142857164144516,-0.14648911356925964,7,4,3,DOXORUBICIN | ETOPOSIDE | VINBLASTINE | VINCRISTINE,CABOZANTINIB | APREMILAST | TREPROSTINIL,"DOXORUBICIN:((25, 1),) | ETOPOSIDE:((33, 1), (31, 1)) | VINBLASTINE:((22, 1),) | VINCRISTINE:((22, 1),) | CABOZANTINIB:((5, 1), (2, 1), (11, 1)) | APREMILAST:((4, 1), (3, 1)) | TREPROSTINIL:((17, 1),)"
no_negative_expanded,95,0.009268585146557541,0.0,0.2142857164144516,-0.2142857164144516,3,0,3,,CLOZAPINE | OLANZAPINE | QUETIAPINE,"CLOZAPINE:((7, 1),) | OLANZAPINE:((14, 1),) | QUETIAPINE:((12, 1),)"
no_negative_expanded,1114,0.009240604992421665,0.16949152946472168,0.3571428656578064,-0.18765133619308472,15,10,5,CEFTRIAXONE | APREPITANT | BUDESONIDE | CYCLOPHOSPHAMIDE | DEXCHLORPHENIRAMINE | DROPERIDOL | LEVOLEUCOVORIN | NEMTABRUTINIB | VINBLASTINE | VINCRISTINE,CLOZAPINE | PALBOCICLIB | POMALIDOMIDE | AZATHIOPRINE | OLANZAPINE,"CEFTRIAXONE:((8, 0),) | APREPITANT:((26, 0), (29, 0)) | BUDESONIDE:((3, 2),) | CYCLOPHOSPHAMIDE:((2, 0),) | DEXCHLORPHENIRAMINE:((5, 2),) | DROPERIDOL:((13, 0),) | LEVOLEUCOVORIN:((5, 0), (8, 0)) | NEMTABRUTINIB:((15, 0),) | VINBLASTINE:((20, 0),) | VINCRISTINE:((20, 0),)"
no_negative_expanded,310,0.00915785783708414,0.050847455859184265,0.2142857164144516,-0.16343826055526733,6,3,3,PACLITAXEL | KETAMINE | MELPHALAN,CABOZANTINIB | PIMAVANSERIN | ABEMACICLIB,"PACLITAXEL:((1, 1),) | KETAMINE:((5, 2),) | MELPHALAN:((0, 2), (4, 2)) | CABOZANTINIB:((22, 1), (27, 1)) | PIMAVANSERIN:((7, 2), (9, 2), (18, 2)) | ABEMACICLIB:((14, 2),)"
no_negative_expanded,879,0.00901147323127125,0.0,0.1428571492433548,-0.1428571492433548,2,0,2,,POMALIDOMIDE | APREMILAST,"POMALIDOMIDE:((9, 1), (13, 1)) | APREMILAST:((16, 1), (20, 1))"
no_negative_expanded,1707,0.008790943538922891,0.0,0.1428571492433548,-0.1428571492433548,2,0,2,,POMALIDOMIDE | APREMILAST,"POMALIDOMIDE:((11, 2),) | APREMILAST:((18, 2),)"
no_negative_expanded,1039,0.00870405345604923,0.10169491171836853,0.2857142984867096,-0.18401938676834106,10,6,4,DICLOFENAC | LIDOCAINE | PROPOFOL | DOXORUBICIN | HYDROMORPHONE | MORPHINE,POMALIDOMIDE | RELUGOLIX | APREMILAST | TREPROSTINIL,"DICLOFENAC:((14, 2),) | LIDOCAINE:((12, 2),) | PROPOFOL:((7, 2),) | DOXORUBICIN:((27, 2),) | HYDROMORPHONE:((9, 1),) | MORPHINE:((9, 1),) | POMALIDOMIDE:((17, 2),) | RELUGOLIX:((19, 2),) | APREMILAST:((24, 2),) | TREPROSTINIL:((19, 2),)"
no_negative_expanded,699,0.008642511340611343,0.08474576473236084,0.2857142984867096,-0.20096853375434875,9,5,4,APREPITANT | DROPERIDOL | ENCORAFENIB | FLUDARABINE | MIDAZOLAM,CABOZANTINIB | PIMAVANSERIN | RELUGOLIX | ABEMACICLIB,"APREPITANT:((36, 1),) | DROPERIDOL:((27, 1),) | ENCORAFENIB:((20, 1),) | FLUDARABINE:((18, 1),) | MIDAZOLAM:((22, 1),) | CABOZANTINIB:((36, 1),) | PIMAVANSERIN:((23, 1),) | RELUGOLIX:((22, 1), (23, 1)) | ABEMACICLIB:((28, 1), (36, 1))"
no_negative_expanded,926,0.008624587310764221,0.5423728823661804,0.7857142686843872,-0.2433413863182068,43,32,11,CEFTRIAXONE | CEFUROXIME | DEXAMETHASONE | ONDANSETRON | PACLITAXEL | ROCURONIUM | APREPITANT | AZITHROMYCIN | BUDESONIDE | CEFAZOLIN | CYCLOPHOSPHAMIDE | DEXAMETHASONE ACETATE | DOXORUBICIN | DROPERIDOL | ETOPOSIDE | GABAPENTIN | GLYCOPYRROLATE | HYDROCORTISONE | HYDROMORPHONE | IFOSFAMIDE,CABOZANTINIB | CLOZAPINE | PALBOCICLIB | PIMAVANSERIN | POMALIDOMIDE | ABEMACICLIB | ALPRAZOLAM | IBRUTINIB | OLANZAPINE | QUETIAPINE | TREPROSTINIL,"CEFTRIAXONE:((32, 0),) | CEFUROXIME:((19, 0),) | DEXAMETHASONE:((2, 0), (5, 0), (6, 0)) | ONDANSETRON:((8, 0), (9, 0)) | PACLITAXEL:((8, 0), (17, 0), (50, 0)) | ROCURONIUM:((6, 0), (9, 0), (10, 0)) | APREPITANT:((20, 0), (21, 0)) | AZITHROMYCIN:((7, 0), (9, 0), (21, 0)) | BUDESONIDE:((6, 0), (9, 0), (10, 0)) | CEFAZOLIN:((25, 0),)"
no_negative_expanded,1810,0.008528271941196725,0.016949152573943138,0.1428571492433548,-0.1259080022573471,3,1,2,NEMTABRUTINIB,AZATHIOPRINE | IBRUTINIB,"NEMTABRUTINIB:((9, 2),) | AZATHIOPRINE:((9, 2),) | IBRUTINIB:((13, 2),)"
no_negative_expanded,1410,0.008018021811777328,0.050847455859184265,0.2142857164144516,-0.16343826055526733,6,3,3,APREPITANT | DOXORUBICIN | DROPERIDOL,CABOZANTINIB | PIMAVANSERIN | TREPROSTINIL,"APREPITANT:((32, 2), (34, 2)) | DOXORUBICIN:((26, 2),) | DROPERIDOL:((23, 2), (25, 2)) | CABOZANTINIB:((32, 2), (34, 2)) | PIMAVANSERIN:((19, 2), (21, 2)) | TREPROSTINIL:((18, 2),)"
no_negative_expanded,650,0.007351464755433724,0.8644067645072937,0.6428571343421936,0.2215496301651001,60,51,9,ACETAMINOPHEN | AMOXICILLIN | CEFTRIAXONE | CEFUROXIME | DEXAMETHASONE | DICLOFENAC | IOPROMIDE | LIDOCAINE | ONDANSETRON | PACLITAXEL | ROCURONIUM | APREPITANT | AZITHROMYCIN | BENDAMUSTINE | BORTEZOMIB | BUDESONIDE | CEFAZOLIN | CHLORHEXIDINE GLUCONATE | CYCLOPHOSPHAMIDE | CYTARABINE,CABOZANTINIB | PALBOCICLIB | PIMAVANSERIN | POMALIDOMIDE | RELUGOLIX | APREMILAST | AZATHIOPRINE | IBRUTINIB | TREPROSTINIL,"ACETAMINOPHEN:((2, 0),) | AMOXICILLIN:((8, 0), (11, 0), (22, 0)) | CEFTRIAXONE:((5, 0), (7, 0), (17, 0)) | CEFUROXIME:((10, 0), (16, 0), (24, 0)) | DEXAMETHASONE:((10, 0), (20, 0)) | DICLOFENAC:((8, 0),) | IOPROMIDE:((8, 0), (17, 0), (27, 0)) | LIDOCAINE:((7, 0),) | ONDANSETRON:((13, 0),) | PACLITAXEL:((5, 0), (21, 0), (32, 0))"
no_negative_expanded,1897,0.007180383827885469,0.033898305147886276,0.1428571492433548,-0.10895884037017822,4,2,2,VINBLASTINE | VINCRISTINE,RELUGOLIX | TREPROSTINIL,"VINBLASTINE:((6, 1),) | VINCRISTINE:((6, 1),) | RELUGOLIX:((42, 1),) | TREPROSTINIL:((14, 2),)"
no_negative_expanded,927,0.007173133173551345,0.016949152573943138,0.2142857164144516,-0.1973365694284439,4,1,3,SUFENTANIL,CLOZAPINE | OLANZAPINE | QUETIAPINE,"SUFENTANIL:((12, 2), (16, 2)) | CLOZAPINE:((8, 1),) | OLANZAPINE:((13, 1),) | QUETIAPINE:((13, 1),)"
no_negative_expanded,1840,0.007172144955399394,0.016949152573943138,0.1428571492433548,-0.1259080022573471,3,1,2,MIDAZOLAM,RELUGOLIX | ABEMACICLIB,"MIDAZOLAM:((21, 1),) | RELUGOLIX:((17, 1), (21, 1)) | ABEMACICLIB:((26, 1), (19, 1))"
no_negative_expanded,1928,0.007050804319235977,0.1525423675775528,0.2857142984867096,-0.1331719309091568,13,9,4,DEXAMETHASONE | APREPITANT | BENDAMUSTINE | DEXAMETHASONE ACETATE | DROPERIDOL | ENCORAFENIB | FLUDARABINE | MIDAZOLAM | SEVOFLURANE,CABOZANTINIB | PIMAVANSERIN | RELUGOLIX | ABEMACICLIB,"DEXAMETHASONE:((26, 0),) | APREPITANT:((9, 0), (10, 0), (11, 0)) | BENDAMUSTINE:((5, 2),) | DEXAMETHASONE ACETATE:((29, 0),) | DROPERIDOL:((27, 0),) | ENCORAFENIB:((20, 0),) | FLUDARABINE:((18, 0),) | MIDAZOLAM:((22, 0),) | SEVOFLURANE:((4, 0), (5, 0), (6, 0)) | CABOZANTINIB:((36, 0),)"
no_negative_expanded,1696,0.006974789718015234,0.050847455859184265,0.2142857164144516,-0.16343826055526733,6,3,3,DICLOFENAC | PACLITAXEL | FLUDARABINE,PALBOCICLIB | APREMILAST | IBRUTINIB,"DICLOFENAC:((2, 2),) | PACLITAXEL:((17, 2),) | FLUDARABINE:((7, 1),) | PALBOCICLIB:((6, 1),) | APREMILAST:((23, 2),) | IBRUTINIB:((11, 1),)"
no_negative_expanded,896,0.006813849368583528,0.016949152573943138,0.1428571492433548,-0.1259080022573471,3,1,2,SEVOFLURANE,RELUGOLIX | IBRUTINIB,"SEVOFLURANE:((2, 2),) | RELUGOLIX:((33, 2), (37, 2)) | IBRUTINIB:((20, 2), (24, 2))"
