roc_auc,pr_auc,balanced_accuracy,accuracy,sensitivity,specificity,precision,f1,mcc,brier,tn,fp,fn,tp,threshold,model,fold,threshold_type,n_train,n_test,n_train_pos,n_test_pos
0.7186147186147186,0.821549837625853,0.775974025974026,0.7720588235294118,0.6428571428571429,0.9090909090909091,0.8823529411764707,0.7438016528925621,0.5698028822981897,0.22462964515237305,8.0,1.0,5.0,7.0,0.5,logistic_l2,18,fixed_0.5,85,21,47,12
0.7186147186147186,0.821549837625853,0.6785714285714286,0.6691176470588235,0.35714285714285715,1.0,1.0,0.5263157894736842,0.4608201518545084,0.22462964515237305,9.0,0.0,9.0,3.0,0.9785049367868763,logistic_l2,18,train_youden,85,21,47,12
0.7214285714285715,0.7939536963711362,0.7261904761904762,0.7307692307692308,0.7857142857142857,0.6666666666666667,0.7333333333333334,0.7586206896551724,0.45647498109908324,0.2464743519168175,6.0,3.0,3.0,9.0,0.5,logistic_l2,19,fixed_0.5,85,21,47,12
0.7214285714285715,0.7939536963711362,0.6785714285714286,0.6538461538461537,0.35714285714285715,1.0,1.0,0.5263157894736842,0.45175395145262565,0.2464743519168175,9.0,0.0,8.0,4.0,0.9784515279537253,logistic_l2,19,train_youden,85,21,47,12
0.7276507276507276,0.683501163032205,0.6683991683991684,0.6618705035971223,0.7692307692307693,0.5675675675675678,0.6097560975609757,0.6802721088435374,0.34166313562990774,0.23624939650981677,5.0,5.0,3.0,8.0,0.5,logistic_l2,20,fixed_0.5,85,21,48,11
0.7276507276507276,0.683501163032205,0.497920997920998,0.5251798561151079,0.07692307692307693,0.918918918918919,0.45454545454545453,0.13157894736842105,-0.007685216917079229,0.23624939650981677,9.0,1.0,10.0,1.0,0.9799110377207484,logistic_l2,20,train_youden,85,21,48,11
0.6539682539682539,0.7519539042849062,0.5777777777777777,0.5750000000000001,0.5555555555555556,0.6000000000000002,0.6410256410256411,0.5952380952380953,0.15438374560656193,0.2738809118263563,6.0,4.0,6.0,6.0,0.5,logistic_l2,21,fixed_0.5,84,22,47,12
0.6539682539682539,0.7519539042849062,0.5809523809523809,0.55,0.3333333333333333,0.8285714285714286,0.7142857142857143,0.4545454545454546,0.18254260680068704,0.2738809118263563,8.0,2.0,9.0,3.0,0.9784936746469867,logistic_l2,21,train_youden,84,22,47,12
0.5037220843672456,0.6049843211328518,0.4950372208436724,0.49606299212598426,0.5384615384615384,0.45161290322580655,0.5072463768115943,0.5223880597014926,-0.00996021988394224,0.32979777546403605,4.0,5.0,6.0,6.0,0.5,logistic_l2,22,fixed_0.5,85,21,47,12
0.5037220843672456,0.6049843211328518,0.5,0.4881889763779528,0.0,1.0,0.0,0.0,0.0,0.32979777546403605,9.0,0.0,12.0,0.0,0.9764435837573993,logistic_l2,22,train_youden,85,21,47,12
0.7299107142857142,0.7424257169787145,0.7366071428571428,0.7388059701492538,0.7857142857142857,0.6875000000000002,0.7333333333333334,0.7586206896551724,0.4761460834836171,0.22952477873498575,6.0,3.0,3.0,9.0,0.5,logistic_l2,23,fixed_0.5,85,21,47,12
0.7299107142857142,0.7424257169787145,0.5245535714285714,0.5074626865671642,0.14285714285714285,0.90625,0.625,0.23255813953488372,0.0756454270233167,0.22952477873498575,8.0,1.0,11.0,1.0,0.9798873573790472,logistic_l2,23,train_youden,85,21,47,12
0.7222222222222223,0.784107604553064,0.6416666666666666,0.6416666666666667,0.75,0.5333333333333334,0.6164383561643837,0.6766917293233083,0.2902275009913461,0.24366365618741717,5.0,4.0,3.0,9.0,0.5,logistic_l2,24,fixed_0.5,85,21,47,12
0.7222222222222223,0.784107604553064,0.625,0.6249999999999999,0.25,1.0,1.0,0.4,0.3779644730092269,0.24366365618741717,9.0,0.0,9.0,3.0,0.9786501655470929,logistic_l2,24,train_youden,85,21,47,12
0.8073593073593073,0.8525067924962892,0.7467532467532467,0.7500000000000001,0.8571428571428571,0.6363636363636365,0.7142857142857144,0.7792207792207793,0.5075426517188765,0.18038221337252297,6.0,4.0,2.0,9.0,0.5,logistic_l2,25,fixed_0.5,85,21,48,11
0.8073593073593073,0.8525067924962892,0.6428571428571428,0.6323529411764705,0.2857142857142857,1.0,1.0,0.4444444444444444,0.4031892562490716,0.18038221337252297,10.0,0.0,8.0,3.0,0.9813568322880816,logistic_l2,25,train_youden,85,21,48,11
