scenario,split_type,threshold_type,metric,n,mean,sd,median,q025,q975
main_all_labels,scaffold,train_youden,precision,100,0.6563655822645369,0.22180879515889404,0.6787469287469288,0.0,1.0
main_all_labels,scaffold,train_youden,f1,100,0.6352592658661738,0.19080233393577076,0.6926884996191927,0.0,0.8458333333333332
main_all_labels,scaffold,train_youden,mcc,100,0.33037436045174956,0.23984022415390188,0.36932760756609717,-0.20034818474372462,0.735199407742744
main_all_labels,scaffold,train_youden,brier,100,0.2261780026187557,0.0275148908005326,0.2204562542993948,0.1845595841687395,0.29052480793928026
no_low_weight_labels,random,fixed_0.5,roc_auc,100,0.868456450956451,0.1605135931108028,1.0,0.5,1.0
no_low_weight_labels,random,fixed_0.5,pr_auc,100,0.9010140054241884,0.13215311607822183,1.0,0.56875,1.0
no_low_weight_labels,random,fixed_0.5,balanced_accuracy,100,0.7635012210012211,0.16030363622370364,0.8076923076923077,0.41666666666666663,1.0
no_low_weight_labels,random,fixed_0.5,accuracy,100,0.7490394955840983,0.17022737492785972,0.7871376811594203,0.4,1.0
no_low_weight_labels,random,fixed_0.5,sensitivity,100,0.8733333333333333,0.21466963630126967,1.0,0.4125,1.0
no_low_weight_labels,random,fixed_0.5,specificity,100,0.6536691086691085,0.28890717740795796,0.6547619047619048,0.0,1.0
no_low_weight_labels,random,fixed_0.5,precision,100,0.7342664513848725,0.21778851147894707,0.7142857142857143,0.3846153846153846,1.0
no_low_weight_labels,random,fixed_0.5,f1,100,0.7677266031275181,0.1678843443223564,0.8,0.4347826086956522,1.0
no_low_weight_labels,random,fixed_0.5,mcc,100,0.5595749524893665,0.31609062963456125,0.6405126152203486,-0.1677813612864875,1.0
no_low_weight_labels,random,fixed_0.5,brier,100,0.21549705030259442,0.018240216688498113,0.2124813800458662,0.18642307845285813,0.2590071373874503
no_low_weight_labels,random,train_youden,roc_auc,100,0.868456450956451,0.1605135931108028,1.0,0.5,1.0
no_low_weight_labels,random,train_youden,pr_auc,100,0.9010140054241884,0.13215311607822183,1.0,0.56875,1.0
no_low_weight_labels,random,train_youden,balanced_accuracy,100,0.8010714285714287,0.17641849988611938,0.8333333333333333,0.5,1.0
no_low_weight_labels,random,train_youden,accuracy,100,0.8011887059716893,0.1743839792666528,0.8237577639751552,0.47306034482758624,1.0
no_low_weight_labels,random,train_youden,sensitivity,100,0.79,0.3437921487270687,1.0,0.0,1.0
no_low_weight_labels,random,train_youden,specificity,100,0.8121428571428573,0.24671579759515042,1.0,0.3076923076923077,1.0
no_low_weight_labels,random,train_youden,precision,100,0.7476472431077694,0.31363345842670554,0.7894736842105263,0.0,1.0
no_low_weight_labels,random,train_youden,f1,100,0.7437369756502349,0.3034735111766881,0.8333333333333334,0.0,1.0
no_low_weight_labels,random,train_youden,mcc,100,0.626712503305149,0.34516490797156885,0.6761658689374379,0.0,1.0
no_low_weight_labels,random,train_youden,brier,100,0.21549705030259442,0.018240216688498113,0.2124813800458662,0.18642307845285813,0.2590071373874503
no_low_weight_labels,scaffold,fixed_0.5,roc_auc,93,0.8330497418882519,0.2265243881998852,1.0,0.26315789473684215,1.0
no_low_weight_labels,scaffold,fixed_0.5,pr_auc,93,0.8647253832833319,0.20185560265457286,1.0,0.36538461538461536,1.0
no_low_weight_labels,scaffold,fixed_0.5,balanced_accuracy,93,0.6561671343330187,0.1758321377328945,0.631578947368421,0.4326923076923077,1.0
no_low_weight_labels,scaffold,fixed_0.5,accuracy,93,0.5268618357438761,0.24721696148686356,0.5652173913043479,0.15065789473684213,1.0
no_low_weight_labels,scaffold,fixed_0.5,sensitivity,93,0.6568100358422939,0.4357668331172611,1.0,0.0,1.0
no_low_weight_labels,scaffold,fixed_0.5,specificity,93,0.6555242328237434,0.3595942643006654,0.6923076923076923,0.0,1.0
no_low_weight_labels,scaffold,fixed_0.5,precision,93,0.4376322554332447,0.3718657556710095,0.35714285714285715,0.0,1.0
no_low_weight_labels,scaffold,fixed_0.5,f1,93,0.460568349334575,0.3238980976892954,0.5,0.0,1.0
no_low_weight_labels,scaffold,fixed_0.5,mcc,93,0.3190405460505591,0.35121011455085943,0.2631578947368421,-0.13673544235706125,1.0
no_low_weight_labels,scaffold,fixed_0.5,brier,93,0.25139606580450724,0.051411825921635936,0.2413009910552821,0.1780400008228582,0.3369655889360187
no_low_weight_labels,scaffold,train_youden,roc_auc,93,0.8330497418882519,0.2265243881998852,1.0,0.26315789473684215,1.0
no_low_weight_labels,scaffold,train_youden,pr_auc,93,0.8647253832833319,0.20185560265457286,1.0,0.36538461538461536,1.0
no_low_weight_labels,scaffold,train_youden,balanced_accuracy,93,0.7068274816202509,0.1938117263637616,0.6666666666666666,0.38431372549019605,1.0
no_low_weight_labels,scaffold,train_youden,accuracy,93,0.6588441763775786,0.22077792096567636,0.625,0.28571428571428575,1.0
no_low_weight_labels,scaffold,train_youden,sensitivity,93,0.568868407578085,0.43992582657713064,0.6666666666666666,0.0,1.0
no_low_weight_labels,scaffold,train_youden,specificity,93,0.8447865556624171,0.20474689067105017,1.0,0.3666666666666667,1.0
no_low_weight_labels,scaffold,train_youden,precision,93,0.5807223909690703,0.4017394088930619,0.6666666666666666,0.0,1.0
no_low_weight_labels,scaffold,train_youden,f1,93,0.5016867948697874,0.3572871204600243,0.5263157894736842,0.0,1.0
no_low_weight_labels,scaffold,train_youden,mcc,93,0.4007752947836297,0.37811469377201984,0.3779644730092272,-0.25150612240872106,1.0
